spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
294,Yes,213.0,11.579756563907479,75.0,1.1981138607871584,226.06542,47.08468271513106,0.9775410990162426,80.268,14.55343804951892,0.57248,Yes,Yes,Yes,Yes,Yes
295,Yes,372.0,14.909771328841666,75.0,5.310319297914414,456.35472000000004,53.18605093448129,4.3972098946380305,79.944,18.472908481008247,0.7036100000000001,Yes,Yes,Yes,Yes,Yes
296,Yes,367.0,18.57663443054172,75.0,3.712409538846698,444.87006,52.96466356947537,3.119166494538996,79.62,22.68504290120033,0.6547400000000002,Yes,Yes,Yes,Yes,Yes
297,Yes,365.0,3.1632010179092545,75.0,0.8180628999959574,437.124,52.81209303582941,0.6972759128115543,79.296,3.8064063128909225,0.6058700000000001,Yes,Yes,Yes,Yes,Yes
298,Yes,225.0,8.082650839099726,75.0,7.074926295318006,266.1795,48.50349209867794,6.116273782302416,78.972,9.582144222769507,0.5569999999999999,Yes,Yes,Yes,Yes,Yes
299,Yes,215.0,18.939540758520916,75.0,6.655181572708458,251.21460000000002,48.000897519390676,5.834264925714871,78.648,22.11570174372487,0.5081299999999996,Yes,Yes,Yes,Yes,Yes
300,Yes,303.0,5.215361690663359,75.0,5.901564965398748,349.61958000000004,50.87191493507327,5.245310941246407,78.324,5.997040100859984,0.4592600000000002,Yes,Yes,Yes,Yes,Yes
301,Yes,386.0,4.171835145922805,75.0,3.4319546042939644,439.76208,52.864355562034426,3.092019500738647,78.0,4.7227676952933715,0.41039000000000025,Yes,Yes,Yes,Yes,Yes
302,Yes,286.0,13.945786215626105,75.0,3.29377172329181,321.6642,50.14805456540512,3.007542960537752,77.676,15.538952832899234,0.3615200000000001,Yes,Yes,Yes,Yes,Yes
303,Yes,227.0,24.315749949072156,75.0,9.761020646686019,251.99724,48.02791568393769,7.567231256343336,77.352,26.660274559161692,0.46265,Yes,Yes,Yes,Yes,Yes
304,Yes,263.0,13.740456968866841,75.0,7.350285051703945,288.12702,49.19167974989552,5.787614449711687,77.028,14.820456886619777,0.41378000000000015,Yes,Yes,Yes,Yes,Yes
305,Yes,249.0,22.923687387560726,75.0,4.424996991002866,269.15904000000006,48.60017941301265,3.538006344156341,80.704,24.316989106976667,0.4182433333333336,Yes,Yes,Yes,Yes,Yes
306,Yes,248.0,20.931342869617538,75.0,6.428733315397462,264.46224,48.44727344195678,5.218202832108121,80.38,26.435448790612163,0.5893733333333331,Yes,Yes,Yes,Yes,Yes
307,Yes,337.0,7.1672820295182955,75.0,4.923280189386642,354.45660000000004,50.99126134697555,4.056044384026185,80.056,8.92426954623441,0.5405033333333332,Yes,Yes,Yes,Yes,Yes
308,Yes,314.0,20.792555501017777,75.0,3.241105593179214,382.20707999999996,51.64597455320002,2.709564275897823,79.732,25.519119217509136,0.6716333333333331,Yes,Yes,Yes,Yes,Yes
309,Yes,235.0,12.564347916969789,75.0,7.101110920239647,282.6204,49.02407013451638,6.022807227001257,79.408,15.19657880557496,0.6227633333333336,Yes,Yes,Yes,Yes,Yes
310,Yes,308.0,20.355723851050396,75.0,5.663575365887939,365.92248000000006,51.267781813129794,4.872373887273395,79.084,24.257508998819738,0.5738933333333336,Yes,Yes,Yes,Yes,Yes
311,Yes,246.0,18.91742441720908,75.0,8.907042146441098,288.67608,49.20821598558885,7.770948920662536,78.76,22.206407826385053,0.5250233333333336,Yes,Yes,Yes,Yes,Yes
312,Yes,271.0,9.12916609124527,75.0,6.175718963825843,314.06190000000004,49.940305074777775,5.463040995400341,78.436,10.553681168123184,0.47615333333333365,Yes,Yes,Yes,Yes,Yes
313,Yes,318.0,3.7640729787942258,75.0,3.6325729162249587,363.89376,51.21949216856437,3.257509762624732,78.112,4.284343145923164,0.4272833333333332,Yes,Yes,Yes,Yes,Yes
314,Yes,263.0,24.109439028853064,75.0,6.688763527800191,297.12162,49.45868508623011,6.079417170417594,77.788,27.012215487926973,0.3784133333333332,Yes,Yes,Yes,Yes,Yes
315,Yes,219.0,4.378168360141184,75.0,8.163096940785504,244.22003999999998,47.75562596075427,6.294155896192662,77.464,4.827280870524467,0.4795433333333333,Yes,Yes,Yes,Yes,Yes
316,Yes,313.0,24.19600502710605,75.0,3.8460026706572616,344.48154000000005,50.74331907982554,3.0121892916587676,77.14,26.246858413203555,0.43067333333333324,Yes,Yes,Yes,Yes,Yes
317,Yes,340.0,21.643374325571724,75.0,7.366550236315539,369.24,51.346174845901665,5.858985730453564,80.816,23.092181802925495,0.4351366666666667,Yes,Yes,Yes,Yes,Yes
318,Yes,225.0,18.381201089812436,75.0,3.0157209207173348,241.0695,47.642845342381065,2.435194643479248,80.492,23.32794992710276,0.6062666666666667,Yes,Yes,Yes,Yes,Yes
319,Yes,212.0,24.518613826765684,75.0,1.8593120561199368,224.05008,47.006902066391845,1.5239851267987061,80.168,30.680141481431903,0.557396666666667,Yes,Yes,Yes,Yes,Yes
320,Yes,366.0,24.214473935200775,75.0,0.11779927606137176,447.34716000000003,53.01289369106962,0.09798543782784903,79.844,29.86806930959146,0.688526666666667,Yes,Yes,Yes,Yes,Yes
321,Yes,338.0,20.310103456493486,75.0,7.049883636773465,408.19584000000003,52.217371488529466,5.949749295254967,79.52,24.69018036792087,0.6396566666666665,Yes,Yes,Yes,Yes,Yes
322,Yes,203.0,9.778601185733592,75.0,5.7710644474391195,242.19930000000002,47.683457672377116,4.940608273452631,79.196,11.713199644319126,0.5907866666666666,Yes,Yes,Yes,Yes,Yes
323,Yes,223.0,19.9763672461345,75.0,8.522493958796582,262.80996,48.39283640276804,7.399655379725134,78.872,23.572512877783634,0.5419166666666665,Yes,Yes,Yes,Yes,Yes
324,Yes,392.0,1.3340477224216285,75.0,7.731220886523433,456.26448,53.184333208876794,6.806566868495231,78.548,1.5504302629984168,0.4930466666666667,Yes,Yes,Yes,Yes,Yes
325,Yes,260.0,13.87773539845742,75.0,5.718079272811035,298.83360000000005,49.50858853450064,5.103671654947489,78.224,15.881402835286702,0.4441766666666669,Yes,Yes,Yes,Yes,Yes
326,Yes,242.0,11.914864665612992,75.0,1.9026093845341192,274.61676000000006,48.77454077843705,1.7212907101880177,77.9,13.422809937692971,0.3953066666666668,Yes,Yes,Yes,Yes,Yes
327,Yes,304.0,17.147881164970084,75.0,3.250347427414941,340.54080000000005,50.64338303882952,2.9800810388253884,77.576,19.012541762848933,0.34643666666666695,Yes,Yes,Yes,Yes,Yes
328,Yes,324.0,17.136179136424317,75.0,8.107188565124302,358.22088,51.083017928668795,6.315499892231831,77.252,18.694200543508018,0.4475666666666668,Yes,Yes,Yes,Yes,Yes
329,Yes,323.0,15.029442199651985,75.0,6.152673409036272,352.40592,50.94086390863322,4.867687567559046,80.928,16.128094424446545,0.4520299999999999,Yes,Yes,Yes,Yes,Yes
330,Yes,254.0,20.73801522944258,75.0,6.4325030505578775,273.42084,48.73663226404165,5.167229700513143,80.604,21.884412711326167,0.40315999999999996,Yes,Yes,Yes,Yes,Yes
331,Yes,302.0,23.567005402709302,75.0,1.1306913068384608,320.68775999999997,50.12164768214205,0.9220222261614228,80.28,29.63456661369084,0.57429,Yes,Yes,Yes,Yes,Yes
332,Yes,215.0,3.6003064527815365,75.0,5.012232073339591,263.8695,48.427783882672834,4.1481232638958465,79.956,4.463083891126105,0.7054200000000002,Yes,Yes,Yes,Yes,Yes
333,Yes,242.0,6.611725653077996,75.0,3.3785674190439203,293.47824,49.351518118605355,2.8371519901421323,79.632,8.078338637443759,0.6565500000000004,Yes,Yes,Yes,Yes,Yes
334,Yes,297.0,1.6005915915155757,75.0,0.8702857207965824,355.84758,51.02528033363854,0.7413964055466086,79.30799999999999,1.927112276184753,0.6076799999999998,Yes,Yes,Yes,Yes,Yes
335,Yes,200.0,22.22163628515645,75.0,3.533420234363962,236.712,47.48440549670438,3.0530517535021815,78.984,26.35886052872688,0.5588099999999999,Yes,Yes,Yes,Yes,Yes
336,Yes,299.0,14.473777173997092,75.0,3.263234923497478,349.52502000000004,50.869565384696465,2.8592464399684907,78.66,16.910582299011246,0.5099400000000001,Yes,Yes,Yes,Yes,Yes
337,Yes,267.0,22.966141809835825,75.0,6.398249025379647,308.2248,49.77735158900026,5.68388452169601,78.336,26.423464797888514,0.4610700000000001,Yes,Yes,Yes,Yes,Yes
338,Yes,400.0,6.3128128017757605,75.0,9.634488282936717,455.928,53.1779252887458,8.675856698784516,78.012,7.150649316827439,0.4121999999999998,Yes,Yes,Yes,Yes,Yes
339,Yes,400.0,2.5172089878446906,75.0,8.234451873740268,450.096,53.06610306767219,7.515172502569056,77.688,2.8064363005480453,0.3633299999999998,Yes,Yes,Yes,Yes,Yes
340,Yes,316.0,20.77252843337074,75.0,6.73324325402913,350.96855999999997,50.90536427632105,5.21691687322177,77.364,22.789125493682377,0.46446000000000015,Yes,Yes,Yes,Yes,Yes
341,Yes,273.0,22.82530332226941,75.0,7.319930876626595,299.22983999999997,49.52009800718726,5.760419603361299,77.04,24.634436863592487,0.41559000000000007,Yes,Yes,Yes,Yes,Yes
342,Yes,308.0,8.252564188702006,75.0,3.4239197091880165,333.10200000000003,50.45154480551109,2.736054239612144,80.716,8.759601732455858,0.42005333333333333,Yes,Yes,Yes,Yes,Yes
343,Yes,378.0,10.799100539089904,75.0,0.2128166409254303,403.29576000000003,52.112473122607966,0.17264749995075532,80.392,13.645959423204784,0.5911833333333334,Yes,Yes,Yes,Yes,Yes
344,Yes,387.0,4.354648300173306,75.0,2.1758744155649428,407.25558,52.197340869880165,1.7916149937761738,80.068,5.425020852355905,0.5423133333333335,Yes,Yes,Yes,Yes,Yes
345,Yes,400.0,23.710276789166713,75.0,6.962443155580523,487.104,53.7524339185056,5.817469378645305,79.744,29.11574569156094,0.6734433333333333,Yes,Yes,Yes,Yes,Yes
346,Yes,342.0,8.304750024544125,75.0,3.5697635027834287,411.48756000000003,52.2871342050596,3.0260885213095126,79.42,10.05007628970232,0.6245733333333335,Yes,Yes,Yes,Yes,Yes
347,Yes,369.0,12.82299085547694,75.0,7.891498060297538,438.59340000000003,52.84124184162502,6.785504607146838,79.096,15.289364916619373,0.5757033333333333,Yes,Yes,Yes,Yes,Yes
348,Yes,383.0,3.3326079669237183,75.0,7.232094521169987,449.64966000000004,53.05748538720664,6.306386422460229,78.772,3.9142147093112456,0.5268333333333335,Yes,Yes,Yes,Yes,Yes
349,Yes,324.0,22.294223404684054,75.0,0.5766598315594884,375.65856,51.49586578809476,0.5098537900733218,78.448,25.787728212198047,0.4779633333333333,Yes,Yes,Yes,Yes,Yes
350,Yes,239.0,4.255937168952077,75.0,4.438379399125178,273.62154,48.7430056573739,3.978119455435897,78.124,4.847001722976142,0.4290933333333333,Yes,Yes,Yes,Yes,Yes
351,Yes,248.0,11.887450165333421,75.0,4.254566968933553,280.30944,48.95275447542511,3.8650613629276864,77.8,13.326544882348685,0.38022333333333314,Yes,Yes,Yes,Yes,Yes
352,Yes,275.0,17.09166925240411,75.0,1.7467505846698932,306.81750000000005,49.73760253817795,1.34604600054662,77.476,18.85621318602231,0.4813533333333333,Yes,Yes,Yes,Yes,Yes
353,Yes,255.0,18.835362916556114,75.0,4.198789720099507,280.78560000000004,48.967496627495834,3.286602653407889,77.152,20.44427961688834,0.4324833333333337,Yes,Yes,Yes,Yes,Yes
354,Yes,214.0,23.70337805870637,75.0,8.82952951751094,232.51956,47.329189849272694,7.018593013469446,80.828,25.305726415474922,0.4369466666666668,Yes,Yes,Yes,Yes,Yes
355,Yes,348.0,11.059042081953349,75.0,3.577188576054851,373.04208,51.43515647966021,2.8869700403050675,80.504,14.042550454822726,0.6080766666666668,Yes,Yes,Yes,Yes,Yes
356,Yes,388.0,18.81445635436758,75.0,3.8159409463714264,410.26344,52.261256344032354,3.1260188232674726,80.18,23.554946777414035,0.5592066666666667,Yes,Yes,Yes,Yes,Yes
357,Yes,338.0,4.70854965783604,75.0,8.30518907790589,413.30640000000005,52.32544260663411,6.904518939917061,79.856,5.811009474721771,0.6903366666666668,Yes,Yes,Yes,Yes,Yes
358,Yes,215.0,10.957228658483366,75.0,7.908426945314573,259.76730000000003,48.291689607305834,6.670758128372842,79.532,13.327496361886489,0.6414666666666669,Yes,Yes,Yes,Yes,Yes
359,Yes,391.0,3.376519233052684,75.0,5.822749360238006,466.71324000000004,53.38100242770437,4.98223549008765,79.208,4.046758300813642,0.5925966666666669,Yes,Yes,Yes,Yes,Yes
360,Yes,280.0,12.744328906950749,75.0,7.606611081234277,330.1368,50.37387874750599,6.601017096295107,78.884,15.046974253858611,0.5437266666666666,Yes,Yes,Yes,Yes,Yes
361,Yes,214.0,10.794781256744812,75.0,2.333269002365316,249.19871999999998,47.93091614510664,2.05316005863136,78.56,12.552819332218272,0.49485666666666656,Yes,Yes,Yes,Yes,Yes
362,Yes,212.0,23.83651660914543,75.0,4.567745449615441,243.77880000000002,47.73991869805532,4.074885715601935,78.236,27.293764978135883,0.44598666666666675,Yes,Yes,Yes,Yes,Yes
363,Yes,349.0,1.7851908845211257,75.0,8.01202620098776,396.22668000000004,51.958874309798304,7.244874692243181,77.912,2.0123028688499036,0.3971166666666671,Yes,Yes,Yes,Yes,Yes
364,Yes,322.0,9.89271900962645,75.0,0.4307865866988545,360.87828,51.14721488363919,0.39477282805083025,77.588,10.974982469279583,0.3482466666666666,Yes,Yes,Yes,Yes,Yes
365,Yes,328.0,11.641194065456839,75.0,0.29877218347264306,362.82048000000003,51.193835870956114,0.23260908344262626,77.264,12.707294617971378,0.44937666666666687,Yes,Yes,Yes,Yes,Yes
366,Yes,335.0,23.81332407643425,75.0,2.685164328824394,365.6793,51.26200753871517,2.1231594348014484,80.94,25.569794860312037,0.4538399999999998,Yes,Yes,Yes,Yes,Yes
367,Yes,240.0,21.53080463934291,75.0,1.1367779801382414,258.48,48.24853890019175,0.9126622013539872,80.616,22.735237850867755,0.40497000000000005,Yes,Yes,Yes,Yes,Yes
368,Yes,214.0,3.3845109905471276,75.0,3.4839011913839086,227.35788000000002,47.134200220412254,2.8393794709778857,80.292,4.2581209674271525,0.5761000000000002,Yes,Yes,Yes,Yes,Yes
369,Yes,330.0,17.45632637155085,75.0,8.890519550569602,405.1872,52.1531143479222,7.353793246253646,79.968,21.65108159863452,0.70723,Yes,Yes,Yes,Yes,Yes
370,Yes,220.0,14.067180675571478,75.0,1.692954499622079,266.9172,48.52753120781508,1.420896711532811,79.644,17.196847032272622,0.65836,Yes,Yes,Yes,Yes,Yes
371,Yes,247.0,24.46822070684912,75.0,0.842523968337162,296.07396,49.42800424872389,0.7173670328406767,79.32,29.47588675671286,0.6094899999999998,Yes,Yes,Yes,Yes,Yes
372,Yes,217.0,9.608172189095631,75.0,9.424158020998755,256.9497,48.19696229927415,8.138702866934524,78.996,11.40336308090626,0.5606200000000001,Yes,Yes,Yes,Yes,Yes
373,Yes,352.0,10.555351425864954,75.0,9.782611076695742,411.67104000000006,52.29100633142063,8.567121650416295,78.672,12.339416923864649,0.5117500000000003,Yes,Yes,Yes,Yes,Yes
374,Yes,217.0,5.555405491865909,75.0,3.445710784054564,250.62198,47.98038313476744,3.0594466051620475,78.348,6.3953828022360355,0.4628800000000002,Yes,Yes,Yes,Yes,Yes
375,Yes,372.0,3.93183325809433,75.0,9.854233391397317,424.21392000000003,52.55169830388439,8.869302763927157,78.024,4.456261178058952,0.41401,Yes,Yes,Yes,Yes,Yes
376,Yes,260.0,21.352796523128344,75.0,8.94293910919945,292.7028,49.32853753844236,8.157749055411738,77.7,23.82032568934106,0.36514000000000046,Yes,Yes,Yes,Yes,Yes
377,Yes,303.0,11.91321684569241,75.0,7.074596001258736,336.6936,50.54469722463728,5.478213413574703,77.376,13.077614660190386,0.46626999999999996,Yes,Yes,Yes,Yes,Yes
378,Yes,230.0,16.906449713487472,75.0,4.370101008044022,252.22260000000003,48.035679964768754,3.4370844428266234,77.052,18.25761317458939,0.41740000000000027,Yes,Yes,Yes,Yes,Yes
379,Yes,345.0,16.400907213597222,75.0,6.570988235126974,373.3038,51.44124821591863,5.247919753984158,80.728,17.419403551561608,0.42186333333333315,Yes,Yes,Yes,Yes,Yes
380,Yes,263.0,15.331503028469083,75.0,6.112444493983369,280.74198,48.96614717104785,4.955969995721716,80.404,19.38331264883289,0.5929933333333333,Yes,Yes,Yes,Yes,Yes
381,Yes,348.0,1.512578913672895,75.0,4.398583810443636,366.40224,51.279162401262646,3.619814546804591,80.08,1.8853691127367171,0.5441233333333334,Yes,Yes,Yes,Yes,Yes
382,Yes,352.0,19.883070170910802,75.0,0.6302018523398955,428.8416000000001,52.64593815375661,0.5262815668890467,79.756,24.429135334787844,0.6752533333333335,Yes,Yes,Yes,Yes,Yes
383,Yes,210.0,6.845653531936567,75.0,3.3778363364558635,252.7812,48.05489542386291,2.8618718360622304,79.432,8.288854209539435,0.6263833333333335,Yes,Yes,Yes,Yes,Yes
384,Yes,358.0,4.022173247393029,75.0,9.746544364697069,425.71212,52.58232029385009,8.376180227020662,79.108,4.7984526841398845,0.5775133333333335,Yes,Yes,Yes,Yes,Yes
385,Yes,220.0,14.549871421791119,75.0,4.151870670931394,258.4032,48.24595775099166,3.6185628832502563,78.784,17.09871789746049,0.5286433333333337,Yes,Yes,Yes,Yes,Yes
386,Yes,307.0,2.646643667784542,75.0,5.585713079930672,356.11386,51.031777536073186,4.936094648734735,78.46,3.063119515347117,0.47977333333333294,Yes,Yes,Yes,Yes,Yes
387,Yes,368.0,19.363777021326026,75.0,9.263178643038442,421.5072,52.49609994901657,8.298418587365989,78.136,22.06579846688186,0.4309033333333332,Yes,Yes,Yes,Yes,Yes
388,Yes,349.0,5.971776888319804,75.0,5.447241772905896,394.65617999999995,51.924378157974466,4.946095529798553,77.812,6.69866157116609,0.38203333333333317,Yes,Yes,Yes,Yes,Yes
389,Yes,344.0,6.182832446048194,75.0,6.639919137858438,383.98656000000005,51.686320475893055,5.113733724021677,77.488,6.825228737192603,0.4831633333333336,Yes,Yes,Yes,Yes,Yes
390,Yes,333.0,21.872690242469073,75.0,3.044266412047505,366.85278000000005,51.289836289891475,2.381529614144763,77.164,23.75549141854081,0.4342933333333335,Yes,Yes,Yes,Yes,Yes
391,Yes,280.0,8.88542928237353,75.0,1.0495676218821917,304.3824,49.668390740954884,0.8338289972043073,80.84,9.491948685188346,0.4387566666666667,Yes,Yes,Yes,Yes,Yes
392,Yes,266.0,4.541300318594649,75.0,3.9897319246867387,285.285,49.10557874975658,3.218117770452323,80.516,4.770363506664564,0.38988666666666716,Yes,Yes,Yes,Yes,Yes
393,Yes,252.0,22.612744855162195,75.0,5.541660072017905,266.59584,48.51706736673758,4.53723418396466,80.19200000000001,28.325176460473273,0.5610166666666668,Yes,Yes,Yes,Yes,Yes
394,Yes,371.0,1.0680532355203924,75.0,4.9603879311721055,453.85914,53.138421717368914,4.121586332010903,79.868,1.3188321352205807,0.6921466666666667,Yes,Yes,Yes,Yes,Yes
395,Yes,383.0,21.60174703312423,75.0,0.6395980318800086,462.95508,53.310777079342195,0.5392131207764413,79.544,26.288894104371526,0.6432766666666665,Yes,Yes,Yes,Yes,Yes
396,Yes,280.0,4.472511527692192,75.0,0.1377741644777281,334.3704,50.48455649461921,0.11782446546135308,79.22,5.363256923547369,0.5944066666666667,Yes,Yes,Yes,Yes,Yes
397,Yes,261.0,4.119811154642483,75.0,0.9675207571390229,307.8756,49.76750542436083,0.8391791287045315,78.896,4.866897709425351,0.5455366666666668,Yes,Yes,Yes,Yes,Yes
398,Yes,267.0,7.015700721474972,75.0,8.256583340123298,311.06034,49.85689284723753,7.261665047638441,78.572,8.16290810345056,0.4966666666666667,Yes,Yes,Yes,Yes,Yes
399,Yes,301.0,5.187930901633443,75.0,6.288400441722079,346.28244000000007,50.788609380255075,5.607052253861492,78.248,5.943812434001435,0.4477966666666667,Yes,Yes,Yes,Yes,Yes
400,Yes,233.0,16.8653834223356,75.0,4.855251134759043,264.65538000000004,48.45361453790896,4.388175975595223,77.924,19.02212865438388,0.3989266666666672,Yes,Yes,Yes,Yes,Yes
401,Yes,371.0,1.6187235948687606,75.0,1.0601702850668382,415.99488,52.381759708619896,0.9710629726069705,77.6,1.7968803137200164,0.3500566666666666,Yes,Yes,Yes,Yes,Yes
402,Yes,365.0,1.3566478535370123,75.0,2.14883453094392,403.9455,52.12645548805881,1.6720081485274643,77.276,1.4817850515472666,0.4511866666666666,Yes,Yes,Yes,Yes,Yes
403,Yes,276.0,19.959631941634093,75.0,6.418087524838249,301.42512,49.583588849604695,5.071893666503427,80.952,21.445027750730503,0.45564999999999994,Yes,Yes,Yes,Yes,Yes
404,Yes,317.0,6.710358546171113,75.0,9.772871190392728,341.58018,50.66985326104454,7.841751843171126,80.628,7.090164839884397,0.4067799999999997,Yes,Yes,Yes,Yes,Yes
405,Yes,280.0,8.770515087088539,75.0,4.788349446306481,297.6288,49.47349906677168,3.900350041488945,80.304,11.04014898132531,0.5779099999999997,Yes,Yes,Yes,Yes,Yes
406,Yes,392.0,5.181908833748253,75.0,1.243538345044096,481.52496,53.65237607674238,1.0280331498479542,79.98,6.430541586328233,0.7090400000000002,Yes,Yes,Yes,Yes,Yes
407,Yes,218.0,2.2575764286682363,75.0,7.87027807336246,264.6084,48.45207253518106,6.6019827618401,79.656,2.761332032961267,0.6601700000000004,Yes,Yes,Yes,Yes,Yes
408,Yes,202.0,18.801233366899588,75.0,4.762350084200937,242.24244,47.68500464593053,4.052759921654998,79.332,22.66150260179141,0.6112999999999997,Yes,Yes,Yes,Yes,Yes
409,Yes,317.0,13.62605263834881,75.0,8.959287085714164,375.53087999999997,51.492913099090856,7.733208648034182,79.008,16.18093750803921,0.5624299999999995,Yes,Yes,Yes,Yes,Yes
410,Yes,359.0,18.895966600815896,75.0,2.7235435314644505,420.05154000000005,52.46605162530657,2.3839176530908337,78.684,22.102234213642337,0.51356,Yes,Yes,Yes,Yes,Yes
411,Yes,344.0,12.429903170158006,75.0,6.454477187148092,397.48512,51.98641750649891,5.728025779734575,78.36,14.317508265578203,0.46469000000000005,Yes,Yes,Yes,Yes,Yes
412,Yes,225.0,19.672408943540866,75.0,3.9365184585029187,256.7025,48.18860196485215,3.5412920052692263,78.036,22.30929863833309,0.4158200000000002,Yes,Yes,Yes,Yes,Yes
413,Yes,218.0,13.3177109826206,75.0,3.7731031959233996,245.53776,47.802365790574115,3.44012683888316,77.712,14.865495353020767,0.36695,Yes,Yes,Yes,Yes,Yes
414,Yes,337.0,3.6172962400922923,75.0,3.876307352312479,374.65637999999996,51.47266265141175,2.9998742599546278,77.388,3.973238190117374,0.46807999999999994,Yes,Yes,Yes,Yes,Yes
415,Yes,254.0,13.092128554859713,75.0,1.9471711174635231,278.67864000000003,48.902073648709184,1.5305738568822025,77.064,14.14709227381031,0.4192100000000001,Yes,Yes,Yes,Yes,Yes
416,Yes,329.0,23.68997543128255,75.0,0.5417075545089696,356.16882000000004,51.03311794911104,0.4323909700090595,80.74,25.176758289349845,0.42367333333333335,Yes,Yes,Yes,Yes,Yes
417,Yes,267.0,2.040760885580121,75.0,4.453430186242415,285.156,49.101650281142255,3.6088371514215414,80.416,2.581440074605718,0.5948033333333331,Yes,Yes,Yes,Yes,Yes
418,Yes,233.0,19.79744790352911,75.0,2.707668015657354,245.44686000000002,47.79914961090184,2.227056942878174,80.092,24.689793229449222,0.5459333333333332,Yes,Yes,Yes,Yes,Yes
419,Yes,289.0,21.80754178623612,75.0,8.387079646131127,352.24476000000004,50.93689082512331,7.000276026643345,79.768,26.80801111782006,0.6770633333333336,Yes,Yes,Yes,Yes,Yes
420,Yes,217.0,13.514829153114018,75.0,5.686041220353766,261.32442000000003,48.34359990336455,4.814939705395569,79.444,16.372945222414575,0.6281933333333337,Yes,Yes,Yes,Yes,Yes
421,Yes,262.0,11.993020530344369,75.0,1.5961936767930374,311.69616,49.87462903873005,1.3710505586813795,79.12,14.31558888625086,0.5793233333333334,Yes,Yes,Yes,Yes,Yes
422,Yes,294.0,24.13662839492869,75.0,6.995062415360942,345.4794,50.768443133593706,6.093398870020916,78.796,28.38081313189295,0.5304533333333334,Yes,Yes,Yes,Yes,Yes
423,Yes,272.0,2.4598097798681398,75.0,1.0573559481539008,315.66143999999997,49.98443066742823,0.933909641206933,78.472,2.848508921282903,0.4815833333333329,Yes,Yes,Yes,Yes,Yes
424,Yes,240.0,12.495565863960719,75.0,6.7145976215864325,275.0256,48.787462416334655,6.012250710368493,78.148,14.247444198088013,0.43271333333333317,Yes,Yes,Yes,Yes,Yes
425,Yes,312.0,10.638814108301451,75.0,8.100983558299728,352.98432,50.95510827836708,7.352047628334919,77.824,11.940792178875386,0.38384333333333354,Yes,Yes,Yes,Yes,Yes
426,Yes,339.0,17.466339905493587,75.0,4.198467863425499,378.58842000000004,51.56334651865099,3.8613308939924313,77.5,19.292620406011995,0.3349733333333334,Yes,Yes,Yes,Yes,Yes
427,Yes,380.0,12.766452499461407,75.0,7.588923172938017,418.836,52.440880066125246,5.933399582761589,77.176,13.87381458926469,0.43610333333333345,Yes,Yes,Yes,Yes,Yes
428,Yes,277.0,22.832819898765504,75.0,2.352376310383222,301.27074,49.57913908394129,1.8677867904442784,80.852,24.406457846188427,0.4405666666666668,Yes,Yes,Yes,Yes,Yes
429,Yes,356.0,2.763777178394812,75.0,0.7037390859715034,382.00224,51.64131819105026,0.5673192641559275,80.528,2.9050061922107875,0.3916966666666668,Yes,Yes,Yes,Yes,Yes
430,Yes,367.0,2.9389714578590063,75.0,3.9323503591285025,388.45482,51.78681029204614,3.2178422988748534,80.204,3.683354148705536,0.5628266666666668,Yes,Yes,Yes,Yes,Yes
431,Yes,335.0,15.599138167202561,75.0,5.273564505908322,409.99980000000005,52.25567289737434,4.379431643931565,79.88,19.272111240052073,0.6939566666666667,Yes,Yes,Yes,Yes,Yes
432,Yes,202.0,2.576373599682734,75.0,9.659714270394986,244.2786,47.75770844638675,8.139275244234815,79.556,3.1370955499176842,0.6450866666666667,Yes,Yes,Yes,Yes,Yes
433,Yes,370.0,7.600383989390877,75.0,6.901972530649981,442.0464,52.90935716102351,5.899461020573071,79.232,9.119092718150963,0.5962166666666668,Yes,Yes,Yes,Yes,Yes
434,Yes,341.0,16.19384138322437,75.0,9.369978212570857,402.42774,52.093758194123296,8.122834112477676,78.908,19.141120514971202,0.5473466666666663,Yes,Yes,Yes,Yes,Yes
435,Yes,276.0,14.160554417160652,75.0,5.769871477249066,321.69456,50.148874336972725,5.072005522075791,78.584,16.485434241370086,0.49847666666666673,Yes,Yes,Yes,Yes,Yes
436,Yes,369.0,8.804450639648032,75.0,2.432855992875967,424.71162000000004,52.56188286675702,2.1681612608510616,78.26,10.093070035266917,0.44960666666666693,Yes,Yes,Yes,Yes,Yes
437,Yes,226.0,24.87106614066217,75.0,3.0586358791713035,256.82640000000004,48.19279328396598,2.7630187214493973,77.936,28.067992982382886,0.40073666666666696,Yes,Yes,Yes,Yes,Yes
438,Yes,234.0,13.733364098351789,75.0,4.008563215564894,262.50588,48.38278071658833,3.6698396238496604,77.612,15.253922171321303,0.35186666666666677,Yes,Yes,Yes,Yes,Yes
439,Yes,267.0,11.889170021811319,75.0,8.554004234609204,295.63308,49.41506056046797,6.6520213930438485,77.288,12.993673916837592,0.45299666666666666,Yes,Yes,Yes,Yes,Yes
440,Yes,229.0,15.530242996847509,75.0,0.4438120862156489,250.21913999999998,47.9664105418767,0.3505227856931195,80.964,16.69625364105082,0.45745999999999987,Yes,Yes,Yes,Yes,Yes
