spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
261,Yes,(361.0)415.15,(21.3)24.48,(75.0)75.0,(9.9)11.40,490.906572,53.81997692491569,9.863634440719201,78.96,29.00583292134708,0.55519,Yes,Yes,Yes,Yes,Yes
262,Yes,(215.0)247.25,(5.8)6.65,(75.0)75.0,(1.8)2.09,288.76327499999996,49.21083917414083,1.8355172365579833,78.636,7.758936103265151,0.5063200000000001,Yes,Yes,Yes,Yes,Yes
263,Yes,(258.0)296.70,(10.2)11.77,(75.0)75.0,(2.4)2.81,342.190044,50.685347392309566,2.4971337341981914,78.312,13.523485045959777,0.45745,Yes,Yes,Yes,Yes,Yes
264,Yes,(217.0)249.55,(12.6)14.49,(75.0)75.0,(3.2)3.74,284.172567,49.07164300767906,3.367161431328865,77.988,16.39007416779416,0.40858,Yes,Yes,Yes,Yes,Yes
265,Yes,(208.0)239.20,(6.7)7.70,(75.0)75.0,(7.4)8.52,268.899072,48.591786068566094,7.78191724374125,77.664,8.571088705249235,0.35970999999999986,Yes,Yes,Yes,Yes,Yes
266,Yes,(284.0)326.60,(14.7)16.94,(75.0)75.0,(3.7)4.20,362.388828,51.18349600897296,3.2577429455486553,77.34,18.556768258618778,0.4608399999999998,Yes,Yes,Yes,Yes,Yes
267,Yes,(218.0)250.70,(14.8)17.01,(75.0)75.0,(6.0)6.85,274.5165,48.77136906268707,5.396724444158577,77.016,18.340943507662818,0.41197000000000034,Yes,Yes,Yes,Yes,Yes
268,Yes,(331.0)380.65,(24.8)28.55,(75.0)75.0,(7.1)8.12,411.26187300000004,52.282368981662806,6.499048857634572,80.69200000000001,30.264624224397004,0.41643333333333354,Yes,Yes,Yes,Yes,Yes
269,Yes,(260.0)299.00,(8.1)9.30,(75.0)75.0,(3.6)4.12,318.68616000000003,50.067264064194234,3.3451656586987975,80.368,11.73733094530108,0.5875633333333332,Yes,Yes,Yes,Yes,Yes
270,Yes,(271.0)311.65,(24.5)28.14,(75.0)75.0,(5.7)6.58,327.625179,50.307545424682814,5.42200700862979,80.044,35.021244919787506,0.5386933333333335,Yes,Yes,Yes,Yes,Yes
271,Yes,(371.0)426.65,(16.8)19.32,(75.0)75.0,(1.5)1.73,519.0965219999999,54.30496238141947,1.4494294814094895,79.72,23.695566533795283,0.6698233333333333,Yes,Yes,Yes,Yes,Yes
272,Yes,(324.0)372.60,(7.6)8.73,(75.0)75.0,(9.5)10.91,447.90245999999996,53.023668954251725,9.260072079514726,79.396,10.547925012580308,0.6209533333333335,Yes,Yes,Yes,Yes,Yes
273,Yes,(254.0)292.10,(14.6)16.77,(75.0)75.0,(8.4)9.64,346.874592,50.80344979284477,8.298313032452976,79.072,19.972977666578313,0.5720833333333336,Yes,Yes,Yes,Yes,Yes
274,Yes,(338.0)388.70,(17.5)20.08,(75.0)75.0,(8.1)9.34,455.921778,53.17780675254251,8.154123110581146,78.748,23.55558703056499,0.5232133333333333,Yes,Yes,Yes,Yes,Yes
275,Yes,(233.0)267.95,(18.9)21.70,(75.0)75.0,(9.7)11.16,310.382562,49.83794627234724,9.879692835794891,78.424,25.075050405474375,0.47434333333333345,Yes,Yes,Yes,Yes,Yes
276,Yes,(385.0)442.75,(2.2)2.50,(75.0)75.0,(5.5)6.29,506.40859499999993,54.09002136235796,5.640775881437572,78.1,2.8480194703918027,0.42547333333333326,Yes,Yes,Yes,Yes,Yes
277,Yes,(346.0)397.90,(15.6)17.89,(75.0)75.0,(1.8)2.11,449.30868,53.050896172425404,1.922105643863142,77.776,20.02858694098566,0.3766033333333332,Yes,Yes,Yes,Yes,Yes
278,Yes,(347.0)399.05,(12.9)14.86,(75.0)75.0,(0.5)0.55,444.78911099999993,52.963082932518724,0.4221780648339588,77.452,16.374170991232177,0.47773333333333334,Yes,Yes,Yes,Yes,Yes
279,Yes,(321.0)369.15,(22.7)26.10,(75.0)75.0,(0.7)0.75,406.079766,52.17222700312387,0.5912423087063013,77.128,28.300090123677702,0.4288633333333336,Yes,Yes,Yes,Yes,Yes
280,Yes,(262.0)301.30,(7.9)9.05,(75.0)75.0,(6.1)6.96,327.04909799999996,50.2922591137466,5.5426919494824185,80.804,9.648723554974314,0.43332666666666686,Yes,Yes,Yes,Yes,Yes
281,Yes,(400.0)460.00,(20.2)23.20,(75.0)75.0,(0.3)0.34,492.60479999999995,53.849972786819976,0.27622207921574243,80.48,29.426419158460796,0.6044566666666669,Yes,Yes,Yes,Yes,Yes
282,Yes,(321.0)369.15,(15.6)17.90,(75.0)75.0,(4.8)5.56,389.93314499999997,51.81980305096661,4.557217487286029,80.156,22.392701632794747,0.5555866666666666,Yes,Yes,Yes,Yes,Yes
283,Yes,(304.0)349.60,(9.5)10.87,(75.0)75.0,(3.4)3.89,427.11331199999995,52.61086214911938,3.238943489892009,79.832,13.4057566533319,0.6867166666666665,Yes,Yes,Yes,Yes,Yes
284,Yes,(248.0)285.20,(16.3)18.72,(75.0)75.0,(6.2)7.11,344.27632800000003,50.73814324396227,6.001086904114533,79.508,22.74559392104958,0.6378466666666669,Yes,Yes,Yes,Yes,Yes
285,Yes,(224.0)257.60,(15.9)18.29,(75.0)75.0,(8.1)9.30,307.20345599999996,49.748521942898265,7.962815171704225,79.184,21.89234712186692,0.5889766666666669,Yes,Yes,Yes,Yes,Yes
286,Yes,(224.0)257.60,(17.3)19.86,(75.0)75.0,(3.5)3.99,303.44764799999996,49.641675513110364,3.470058391275497,78.86,23.417724857048444,0.5401066666666666,Yes,Yes,Yes,Yes,Yes
287,Yes,(368.0)423.20,(18.3)21.05,(75.0)75.0,(1.9)2.14,492.35087999999996,53.84549436978957,1.880950045697906,78.536,24.447656247211434,0.4912366666666667,Yes,Yes,Yes,Yes,Yes
288,Yes,(310.0)356.50,(16.8)19.34,(75.0)75.0,(8.0)9.25,409.55433,52.24623043714751,8.260787855361077,78.212,22.12344547163374,0.4423666666666669,Yes,Yes,Yes,Yes,Yes
289,Yes,(290.0)333.50,(21.1)24.29,(75.0)75.0,(8.7)10.00,378.26904,51.55601594521048,9.051184702189715,77.888,27.345976775671488,0.3934966666666668,Yes,Yes,Yes,Yes,Yes
290,Yes,(308.0)354.20,(16.1)18.49,(75.0)75.0,(0.7)0.79,396.583572,51.96669440225116,0.7274598455115808,77.564,20.488008781041238,0.3446266666666665,Yes,Yes,Yes,Yes,Yes
291,Yes,(305.0)350.75,(22.7)26.08,(75.0)75.0,(1.6)1.80,387.60681,51.767827974356834,1.4004388564675074,77.24,28.43827885831159,0.44575666666666663,Yes,Yes,Yes,Yes,Yes
292,Yes,(319.0)366.85,(16.5)18.99,(75.0)75.0,(7.1)8.14,400.049925,52.04228386651024,6.442015350552782,80.916,20.364564023720046,0.4502200000000002,Yes,Yes,Yes,Yes,Yes
293,Yes,(386.0)443.90,(8.4)9.68,(75.0)75.0,(1.5)1.73,477.600888,53.581302512055295,1.388651400349499,80.592,10.205080626845964,0.4013500000000004,Yes,Yes,Yes,Yes,Yes
294,Yes,(213.0)244.95,(11.6)13.32,(75.0)75.0,(1.2)1.38,259.975233,48.29863952220329,1.1241722638686789,80.268,16.736453756946755,0.5724800000000001,Yes,Yes,Yes,Yes,Yes
295,Yes,(372.0)427.80,(14.9)17.15,(75.0)75.0,(5.3)6.11,524.807928,54.40000774155352,5.056791378833735,79.944,21.243844753159483,0.7036100000000001,Yes,Yes,Yes,Yes,Yes
296,Yes,(367.0)422.05,(18.6)21.36,(75.0)75.0,(3.7)4.27,511.60056899999995,54.178620376547606,3.5870414687198453,79.62,26.087799336380378,0.6547400000000001,Yes,Yes,Yes,Yes,Yes
297,Yes,(365.0)419.75,(3.2)3.64,(75.0)75.0,(0.8)0.94,502.6925999999999,54.02604984290164,0.8018672997332875,79.296,4.37736725982456,0.6058699999999998,Yes,Yes,Yes,Yes,Yes
298,Yes,(225.0)258.75,(8.1)9.30,(75.0)75.0,(7.1)8.14,306.106425,49.71744890575017,7.033714849647779,78.972,11.019465856184933,0.5570000000000002,Yes,Yes,Yes,Yes,Yes
299,Yes,(215.0)247.25,(18.9)21.78,(75.0)75.0,(6.7)7.65,288.89679,49.2148543264629,6.709404664572099,78.648,25.4330570052836,0.5081300000000001,Yes,Yes,Yes,Yes,Yes
300,Yes,(303.0)348.45,(5.2)6.00,(75.0)75.0,(5.9)6.79,402.062517,52.0858717421455,6.032107582433368,78.324,6.89659611598898,0.45926000000000006,Yes,Yes,Yes,Yes,Yes
301,Yes,(386.0)443.90,(4.2)4.80,(75.0)75.0,(3.4)3.95,505.72639200000003,54.078312369106655,3.5558224258494437,78.0,5.431182849587376,0.4103900000000003,Yes,Yes,Yes,Yes,Yes
302,Yes,(286.0)328.90,(13.9)16.04,(75.0)75.0,(3.3)3.79,369.91382999999996,51.362011372477355,3.4586744046184146,77.676,17.86979575783412,0.3615200000000002,Yes,Yes,Yes,Yes,Yes
303,Yes,(227.0)261.05,(24.3)27.96,(75.0)75.0,(9.8)11.23,289.79682599999995,49.24187249100993,8.702315944794835,77.352,30.659315743035943,0.4626500000000001,Yes,Yes,Yes,Yes,Yes
304,Yes,(263.0)302.45,(13.7)15.80,(75.0)75.0,(7.4)8.45,331.346073,50.40563655696775,6.655756617168439,77.028,17.043525419612738,0.4137799999999998,Yes,Yes,Yes,Yes,Yes
305,Yes,(249.0)286.35,(22.9)26.36,(75.0)75.0,(4.4)5.09,309.532896,49.81413622008488,4.068707295779792,80.704,27.964537473023167,0.41824333333333347,Yes,Yes,Yes,Yes,Yes
306,Yes,(248.0)285.20,(20.9)24.07,(75.0)75.0,(6.4)7.39,304.131576,49.66123024902902,6.0009332569243385,80.38,30.400766109203985,0.5893733333333331,Yes,Yes,Yes,Yes,Yes
307,Yes,(337.0)387.55,(7.2)8.24,(75.0)75.0,(4.9)5.66,407.62509,52.205218154047785,4.664451041630112,80.056,10.26290997816957,0.5405033333333333,Yes,Yes,Yes,Yes,Yes
308,Yes,(314.0)361.10,(20.8)23.91,(75.0)75.0,(3.2)3.73,439.53814199999994,52.859931360272256,3.1159989172824964,79.732,29.346987100135507,0.6716333333333332,Yes,Yes,Yes,Yes,Yes
309,Yes,(235.0)270.25,(12.6)14.45,(75.0)75.0,(7.1)8.17,325.01346000000007,50.238026941588615,6.926228311051445,79.408,17.476065626411202,0.6227633333333334,Yes,Yes,Yes,Yes,Yes
310,Yes,(308.0)354.20,(20.4)23.41,(75.0)75.0,(5.7)6.51,420.810852,52.48173862020203,5.603229970364404,79.084,27.896135348642694,0.5738933333333333,Yes,Yes,Yes,Yes,Yes
311,Yes,(246.0)282.90,(18.9)21.76,(75.0)75.0,(8.9)10.24,331.977492,50.42217279266109,8.936591258761915,78.76,25.537369000342814,0.5250233333333337,Yes,Yes,Yes,Yes,Yes
312,Yes,(271.0)311.65,(9.1)10.50,(75.0)75.0,(6.2)7.10,361.171185,51.154261881850005,6.2824971447103914,78.436,12.136733343341659,0.4761533333333335,Yes,Yes,Yes,Yes,Yes
313,Yes,(318.0)365.70,(3.8)4.33,(75.0)75.0,(3.6)4.18,418.477824,52.43344897563661,3.7461362270184413,78.112,4.926994617811638,0.42728333333333346,Yes,Yes,Yes,Yes,Yes
314,Yes,(263.0)302.45,(24.1)27.73,(75.0)75.0,(6.7)7.69,341.689863,50.67264189330235,6.991329745980233,77.788,31.064047811116016,0.37841333333333327,Yes,Yes,Yes,Yes,Yes
315,Yes,(219.0)251.85,(4.4)5.03,(75.0)75.0,(8.2)9.39,280.85304599999995,48.96958276782651,7.238279280621562,77.464,5.551373001103137,0.4795433333333334,Yes,Yes,Yes,Yes,Yes
316,Yes,(313.0)359.95,(24.2)27.83,(75.0)75.0,(3.8)4.42,396.153771,51.95727588689777,3.4640176854075824,77.14,30.18388717518409,0.43067333333333335,Yes,Yes,Yes,Yes,Yes
317,Yes,(340.0)391.00,(21.6)24.89,(75.0)75.0,(7.4)8.47,424.626,52.5601316529739,6.737833590021598,80.816,26.55600907336432,0.43513666666666684,Yes,Yes,Yes,Yes,Yes
318,Yes,(225.0)258.75,(18.4)21.14,(75.0)75.0,(3.0)3.47,277.22992500000004,48.8568021494533,2.800473840001135,80.492,26.827142416168172,0.6062666666666667,Yes,Yes,Yes,Yes,Yes
319,Yes,(212.0)243.80,(24.5)28.20,(75.0)75.0,(1.9)2.14,257.65759199999997,48.22085887346408,1.7525828958185121,80.168,35.282162703646684,0.5573966666666667,Yes,Yes,Yes,Yes,Yes
320,Yes,(366.0)420.90,(24.2)27.85,(75.0)75.0,(0.1)0.14,514.449234,54.22685049814186,0.11268325350202638,79.844,34.34827970603017,0.6885266666666668,Yes,Yes,Yes,Yes,Yes
321,Yes,(338.0)388.70,(20.3)23.36,(75.0)75.0,(7.0)8.11,469.42521600000003,53.431328295601695,6.84221168954321,79.52,28.393707423109,0.6396566666666668,Yes,Yes,Yes,Yes,Yes
322,Yes,(203.0)233.45,(9.8)11.25,(75.0)75.0,(5.8)6.64,278.529195,48.89741447944935,5.681699514470525,79.196,13.470179590966994,0.5907866666666668,Yes,Yes,Yes,Yes,Yes
323,Yes,(223.0)256.45,(20.0)22.97,(75.0)75.0,(8.5)9.80,302.231454,49.606793209840276,8.509603686683901,78.872,27.108389809451182,0.5419166666666668,Yes,Yes,Yes,Yes,Yes
324,Yes,(392.0)450.80,(1.3)1.53,(75.0)75.0,(7.7)8.89,524.7041519999999,54.39829001594903,7.827551898769514,78.548,1.7829948024481792,0.4930466666666669,Yes,Yes,Yes,Yes,Yes
325,Yes,(260.0)299.00,(13.9)15.96,(75.0)75.0,(5.7)6.58,343.65864000000005,50.72254534157287,5.869222403189612,78.224,18.263613260579707,0.44417666666666694,Yes,Yes,Yes,Yes,Yes
326,Yes,(242.0)278.30,(11.9)13.70,(75.0)75.0,(1.9)2.19,315.80927399999996,49.988497585509286,1.9794843167162206,77.9,15.436231428346916,0.3953066666666666,Yes,Yes,Yes,Yes,Yes
327,Yes,(304.0)349.60,(17.1)19.72,(75.0)75.0,(3.3)3.74,391.62192,51.85733984590175,3.427093194649197,77.576,21.864423027276267,0.34643666666666656,Yes,Yes,Yes,Yes,Yes
328,Yes,(324.0)372.60,(17.1)19.71,(75.0)75.0,(8.1)9.32,411.954012,52.296974735741024,7.262824876066605,77.252,21.498330625034217,0.44756666666666667,Yes,Yes,Yes,Yes,Yes
329,Yes,(323.0)371.45,(15.0)17.28,(75.0)75.0,(6.2)7.08,405.26680799999997,52.15482071570545,5.597840702692904,80.928,18.547308588113523,0.4520299999999996,Yes,Yes,Yes,Yes,Yes
330,Yes,(254.0)292.10,(20.7)23.85,(75.0)75.0,(6.4)7.40,314.43396599999994,49.95058907111388,5.942314155590115,80.604,25.16707461802509,0.4031599999999999,Yes,Yes,Yes,Yes,Yes
331,Yes,(302.0)347.30,(23.6)27.10,(75.0)75.0,(1.1)1.30,368.7909239999999,51.335604489214276,1.0603255600856363,80.28,34.07975160574447,0.5742900000000001,Yes,Yes,Yes,Yes,Yes
332,Yes,(215.0)247.25,(3.6)4.14,(75.0)75.0,(5.0)5.76,303.449925,49.64174068974507,4.770341753480222,79.956,5.132546474795019,0.7054200000000002,Yes,Yes,Yes,Yes,Yes
333,Yes,(242.0)278.30,(6.6)7.60,(75.0)75.0,(3.4)3.89,337.49997599999995,50.56547492567759,3.2627247886634523,79.632,9.290089433060322,0.6565500000000002,Yes,Yes,Yes,Yes,Yes
334,Yes,(297.0)341.55,(1.6)1.84,(75.0)75.0,(0.9)1.00,409.22471699999994,52.23923714071078,0.8526058663785998,79.30799999999999,2.2161791176124663,0.6076799999999999,Yes,Yes,Yes,Yes,Yes
335,Yes,(200.0)230.00,(22.2)25.55,(75.0)75.0,(3.5)4.06,272.21879999999993,48.69836230377662,3.511009516527508,78.984,30.312689608035903,0.5588099999999997,Yes,Yes,Yes,Yes,Yes
336,Yes,(299.0)343.85,(14.5)16.64,(75.0)75.0,(3.3)3.75,401.953773,52.0835221917687,3.2881334059637637,78.66,19.447169643862928,0.5099400000000001,Yes,Yes,Yes,Yes,Yes
337,Yes,(267.0)307.05,(23.0)26.41,(75.0)75.0,(6.4)7.36,354.45851999999996,50.99130839607249,6.53646719995041,78.336,30.386984517571793,0.4610700000000002,Yes,Yes,Yes,Yes,Yes
338,Yes,(400.0)460.00,(6.3)7.26,(75.0)75.0,(9.6)11.08,524.3172,54.39188209581803,9.977235203602191,78.012,8.223246714351554,0.41219999999999984,Yes,Yes,Yes,Yes,Yes
339,Yes,(400.0)460.00,(2.5)2.89,(75.0)75.0,(8.2)9.47,517.6103999999999,54.280059874744424,8.64244837795441,77.688,3.227401745630252,0.3633300000000002,Yes,Yes,Yes,Yes,Yes
340,Yes,(316.0)363.40,(20.8)23.89,(75.0)75.0,(6.7)7.74,403.613844,52.11932108339329,5.999454404205036,77.364,26.207494317734724,0.4644599999999998,Yes,Yes,Yes,Yes,Yes
341,Yes,(273.0)313.95,(22.8)26.25,(75.0)75.0,(7.3)8.42,344.114316,50.734054814259494,6.624482543865493,77.04,28.329602393131356,0.4155900000000001,Yes,Yes,Yes,Yes,Yes
342,Yes,(308.0)354.20,(8.3)9.49,(75.0)75.0,(3.4)3.94,383.06730000000005,51.66550161258333,3.1464623755539654,80.716,10.073541992324236,0.4200533333333334,Yes,Yes,Yes,Yes,Yes
343,Yes,(378.0)434.70,(10.8)12.42,(75.0)75.0,(0.2)0.24,463.79012400000005,53.326429929680195,0.19854462494336864,80.392,15.692853336685502,0.5911833333333334,Yes,Yes,Yes,Yes,Yes
344,Yes,(387.0)445.05,(4.4)5.01,(75.0)75.0,(2.2)2.50,468.343917,53.4112976769524,2.0603572428426,80.068,6.238773980209289,0.5423133333333332,Yes,Yes,Yes,Yes,Yes
345,Yes,(400.0)460.00,(23.7)27.27,(75.0)75.0,(7.0)8.01,560.1696,54.96639072557784,6.690089785442101,79.744,33.483107545295084,0.6734433333333336,Yes,Yes,Yes,Yes,Yes
346,Yes,(342.0)393.30,(8.3)9.55,(75.0)75.0,(3.6)4.11,473.210694,53.50109101213184,3.480001799505939,79.42,11.557587733157668,0.6245733333333336,Yes,Yes,Yes,Yes,Yes
347,Yes,(369.0)424.35,(12.8)14.75,(75.0)75.0,(7.9)9.08,504.38241,54.05519864869725,7.803330298218865,79.096,17.58276965411228,0.5757033333333335,Yes,Yes,Yes,Yes,Yes
348,Yes,(383.0)440.45,(3.3)3.83,(75.0)75.0,(7.2)8.32,517.097109,54.271442194278876,7.252344385829262,78.772,4.5013469157079316,0.5268333333333335,Yes,Yes,Yes,Yes,Yes
349,Yes,(324.0)372.60,(22.3)25.64,(75.0)75.0,(0.6)0.66,432.007344,52.70982259516699,0.5863318585843199,78.448,29.655887444027748,0.4779633333333333,Yes,Yes,Yes,Yes,Yes
350,Yes,(239.0)274.85,(4.3)4.89,(75.0)75.0,(4.4)5.10,314.664771,49.956962464446136,4.574837373751281,78.124,5.574051981422562,0.42909333333333327,Yes,Yes,Yes,Yes,Yes
351,Yes,(248.0)285.20,(11.9)13.67,(75.0)75.0,(4.3)4.89,322.35585599999996,50.166711282497346,4.444820567366839,77.8,15.325526614700985,0.3802233333333329,Yes,Yes,Yes,Yes,Yes
352,Yes,(275.0)316.25,(17.1)19.66,(75.0)75.0,(1.7)2.01,352.84012500000006,50.95155934525019,1.547952900628613,77.476,21.684645163925655,0.4813533333333333,Yes,Yes,Yes,Yes,Yes
353,Yes,(255.0)293.25,(18.8)21.66,(75.0)75.0,(4.2)4.83,322.90344000000005,50.181453434568056,3.7795930514190723,77.152,23.510921559421583,0.43248333333333333,Yes,Yes,Yes,Yes,Yes
354,Yes,(214.0)246.10,(23.7)27.26,(75.0)75.0,(8.8)10.15,267.397494,48.54314665634493,8.071381965489863,80.828,29.101585377796162,0.4369466666666668,Yes,Yes,Yes,Yes,Yes
355,Yes,(348.0)400.20,(11.1)12.72,(75.0)75.0,(3.6)4.11,428.998392,52.649113286732444,3.3200155463508274,80.504,16.14893302304613,0.6080766666666667,Yes,Yes,Yes,Yes,Yes
356,Yes,(388.0)446.20,(18.8)21.64,(75.0)75.0,(3.8)4.39,471.802956,53.47521315110458,3.5949216467575935,80.18,27.088188794026138,0.5592066666666669,Yes,Yes,Yes,Yes,Yes
357,Yes,(338.0)388.70,(4.7)5.41,(75.0)75.0,(8.3)9.55,475.30236,53.53939941370635,7.94019678090462,79.856,6.682660895930037,0.6903366666666668,Yes,Yes,Yes,Yes,Yes
358,Yes,(215.0)247.25,(11.0)12.60,(75.0)75.0,(7.9)9.09,298.732395,49.50564641437807,7.671371847628768,79.532,15.326620816169461,0.6414666666666667,Yes,Yes,Yes,Yes,Yes
359,Yes,(391.0)449.65,(3.4)3.88,(75.0)75.0,(5.8)6.70,536.720226,54.5949592347766,5.729570813600796,79.208,4.653772045935687,0.5925966666666667,Yes,Yes,Yes,Yes,Yes
360,Yes,(280.0)322.00,(12.7)14.66,(75.0)75.0,(7.6)8.75,379.65732,51.58783555457823,7.59116966073937,78.884,17.3040203919374,0.5437266666666668,Yes,Yes,Yes,Yes,Yes
361,Yes,(214.0)246.10,(10.8)12.41,(75.0)75.0,(2.3)2.68,286.578528,49.14487295217888,2.3611340674260632,78.56,14.435742232051012,0.49485666666666694,Yes,Yes,Yes,Yes,Yes
362,Yes,(212.0)243.80,(23.8)27.41,(75.0)75.0,(4.6)5.25,280.34562,48.953875505127556,4.686118572942226,78.236,31.387829724856264,0.44598666666666653,Yes,Yes,Yes,Yes,Yes
363,Yes,(349.0)401.35,(1.8)2.05,(75.0)75.0,(8.0)9.21,455.660682,53.17283111687054,8.331605896079656,77.912,2.314148299177389,0.3971166666666672,Yes,Yes,Yes,Yes,Yes
364,Yes,(322.0)370.30,(9.9)11.38,(75.0)75.0,(0.4)0.50,415.010022,52.361171690711416,0.45398875225845475,77.588,12.621229839671521,0.34824666666666687,Yes,Yes,Yes,Yes,Yes
365,Yes,(328.0)377.20,(11.6)13.39,(75.0)75.0,(0.3)0.34,417.243552,52.40779267802834,0.26750044595902017,77.264,14.613388810667082,0.44937666666666665,Yes,Yes,Yes,Yes,Yes
366,Yes,(335.0)385.25,(23.8)27.39,(75.0)75.0,(2.7)3.09,420.5311949999999,52.475964345787396,2.441633350021666,80.94,29.405264089358845,0.4538399999999997,Yes,Yes,Yes,Yes,Yes
367,Yes,(240.0)276.00,(21.5)24.76,(75.0)75.0,(1.1)1.31,297.252,49.46249570726398,1.0495615315570852,80.616,26.145523528497918,0.4049700000000001,Yes,Yes,Yes,Yes,Yes
368,Yes,(214.0)246.10,(3.4)3.89,(75.0)75.0,(3.5)4.01,261.461562,48.348157027484476,3.2652863916245685,80.292,4.896839112541225,0.5761000000000003,Yes,Yes,Yes,Yes,Yes
369,Yes,(330.0)379.50,(17.5)20.07,(75.0)75.0,(8.9)10.22,465.96527999999995,53.36707115499443,8.456862233191695,79.968,24.89874383842969,0.7072299999999998,Yes,Yes,Yes,Yes,Yes
370,Yes,(220.0)253.00,(14.1)16.18,(75.0)75.0,(1.7)1.95,306.95477999999997,49.74148801488732,1.6340312182627323,79.644,19.77637408711351,0.6583600000000001,Yes,Yes,Yes,Yes,Yes
371,Yes,(247.0)284.05,(24.5)28.14,(75.0)75.0,(0.8)0.97,340.48505399999993,50.641961055796116,0.8249720877667781,79.32,33.897269770219786,0.6094899999999999,Yes,Yes,Yes,Yes,Yes
372,Yes,(217.0)249.55,(9.6)11.05,(75.0)75.0,(9.4)10.84,295.49215499999997,49.410919106346384,9.359508296974703,78.996,13.113867543042199,0.5606200000000001,Yes,Yes,Yes,Yes,Yes
373,Yes,(352.0)404.80,(10.6)12.14,(75.0)75.0,(9.8)11.25,473.421696,53.50496313849287,9.85218989797874,78.672,14.190329462444348,0.5117500000000003,Yes,Yes,Yes,Yes,Yes
374,Yes,(217.0)249.55,(5.6)6.39,(75.0)75.0,(3.4)3.96,288.215277,49.19433994183968,3.5183635959363544,78.348,7.354690222571439,0.46288000000000007,Yes,Yes,Yes,Yes,Yes
375,Yes,(372.0)427.80,(3.9)4.52,(75.0)75.0,(9.9)11.33,487.846008,53.76565511095662,10.199698178516227,78.024,5.124700354767794,0.41401000000000004,Yes,Yes,Yes,Yes,Yes
376,Yes,(260.0)299.00,(21.4)24.56,(75.0)75.0,(8.9)10.28,336.60822,50.54249434551459,9.3814114137235,77.7,27.393374542742215,0.36514000000000013,Yes,Yes,Yes,Yes,Yes
377,Yes,(303.0)348.45,(11.9)13.70,(75.0)75.0,(7.1)8.14,387.19764,51.75865403170952,6.2999454256109075,77.376,15.039256859218941,0.46626999999999985,Yes,Yes,Yes,Yes,Yes
378,Yes,(230.0)264.50,(16.9)19.44,(75.0)75.0,(4.4)5.03,290.05599000000007,49.24963677184099,3.9526471092506172,77.052,20.996255150777795,0.41740000000000016,Yes,Yes,Yes,Yes,Yes
379,Yes,(345.0)396.75,(16.4)18.86,(75.0)75.0,(6.6)7.56,429.29937,52.655205022990856,6.0351077170817815,80.728,20.03231408429585,0.4218633333333334,Yes,Yes,Yes,Yes,Yes
380,Yes,(263.0)302.45,(15.3)17.63,(75.0)75.0,(6.1)7.03,322.853277,50.18010397812007,5.699365495079973,80.404,22.290809546157824,0.5929933333333332,Yes,Yes,Yes,Yes,Yes
381,Yes,(348.0)400.20,(1.5)1.74,(75.0)75.0,(4.4)5.06,421.362576,52.493119208334875,4.162786728825279,80.08,2.168174479647224,0.5441233333333333,Yes,Yes,Yes,Yes,Yes
382,Yes,(352.0)404.80,(19.9)22.87,(75.0)75.0,(0.6)0.72,493.16784,53.859894960828846,0.6052238019224035,79.756,28.093505635006018,0.6752533333333335,Yes,Yes,Yes,Yes,Yes
383,Yes,(210.0)241.50,(6.8)7.87,(75.0)75.0,(3.4)3.88,290.69838,49.26885223093514,3.291152611471565,79.432,9.53218234097035,0.6263833333333335,Yes,Yes,Yes,Yes,Yes
384,Yes,(358.0)411.70,(4.0)4.63,(75.0)75.0,(9.7)11.21,489.568938,53.79627710092231,9.63260726107376,79.108,5.518220586760866,0.5775133333333334,Yes,Yes,Yes,Yes,Yes
385,Yes,(220.0)253.00,(14.5)16.73,(75.0)75.0,(4.2)4.77,297.16368,49.459914558063886,4.161347315737794,78.784,19.663525582079558,0.5286433333333336,Yes,Yes,Yes,Yes,Yes
386,Yes,(307.0)353.05,(2.6)3.04,(75.0)75.0,(5.6)6.42,409.53093899999993,52.245734343145415,5.676508846044945,78.46,3.5225874426491846,0.4797733333333331,Yes,Yes,Yes,Yes,Yes
387,Yes,(368.0)423.20,(19.4)22.27,(75.0)75.0,(9.3)10.65,484.73328,53.71005675608879,9.543181375470887,78.136,25.375668236914134,0.4309033333333331,Yes,Yes,Yes,Yes,Yes
388,Yes,(349.0)401.35,(6.0)6.87,(75.0)75.0,(5.4)6.26,453.85460699999993,53.1383349650467,5.688009859268336,77.812,7.703460806841004,0.38203333333333345,Yes,Yes,Yes,Yes,Yes
389,Yes,(344.0)395.60,(6.2)7.11,(75.0)75.0,(6.6)7.64,441.584544,52.900277282965284,5.880793782624928,77.488,7.849013047771492,0.48316333333333333,Yes,Yes,Yes,Yes,Yes
390,Yes,(333.0)382.95,(21.9)25.15,(75.0)75.0,(3.0)3.50,421.880697,52.50379309696371,2.738759056266477,77.164,27.31881513132193,0.4342933333333334,Yes,Yes,Yes,Yes,Yes
391,Yes,(280.0)322.00,(8.9)10.22,(75.0)75.0,(1.0)1.21,350.03976,50.88234754802711,0.9589033467849533,80.84,10.915740987966597,0.43875666666666646,Yes,Yes,Yes,Yes,Yes
