spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,scalarized_value,preference,evaluation_method,target_reached
461,9.0,362.0,20.96252532339651,75.0,7.298319790887252,564.753621,55.03718,30.317566,87.1112,6.37054,1.2949724316698197,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
461,10.0,362.0,20.96252532339651,75.0,7.298319790887252,540.448986,54.655094,28.62866,85.4128,6.049807,1.1685654956563742,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
462,1.0,308.0,3.2375224408882577,75.0,8.092702330376344,430.861277,52.686749,5.284748,83.0336,7.885284,1.1639884894076966,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
462,2.0,308.0,3.2375224408882577,75.0,8.092702330376344,410.182196,52.259536,5.023908,81.3352,7.529641,1.037581637732621,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
462,3.0,308.0,3.2375224408882577,75.0,8.092702330376344,486.908114,53.74894,4.763068,87.6368,7.173999,1.3340913259093403,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
462,4.0,308.0,3.2375224408882577,75.0,8.092702330376344,466.229033,53.371986,4.502228,85.9384,6.818356,1.2076844742342647,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
462,5.0,308.0,3.2375224408882577,75.0,8.092702330376344,445.549951,52.977928,5.470027,84.24,6.462713,1.4607773826138155,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
462,6.0,308.0,3.2375224408882577,75.0,8.092702330376344,424.87087,52.565139,5.209187,82.5416,7.78226,1.1273704546215757,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
462,7.0,308.0,3.2375224408882577,75.0,8.092702330376344,501.596788,54.007095,4.948347,80.8432,7.426617,1.3172135996997465,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
462,8.0,308.0,3.2375224408882577,75.0,8.092702330376344,480.917707,53.641415,4.687506,87.1448,7.070974,1.2974731058131694,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
462,9.0,308.0,3.2375224408882577,75.0,8.092702330376344,460.238625,53.259661,4.426666,85.4464,6.715332,1.171066127323222,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
462,10.0,308.0,3.2375224408882577,75.0,8.092702330376344,439.559544,52.860354,5.394466,83.748,6.359689,1.4241593478276946,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
463,1.0,270.0,3.317546381578855,75.0,0.9615716646774232,359.933929,51.124456,5.153375,81.3688,0.895505,1.0400823082720136,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
463,2.0,270.0,3.317546381578855,75.0,0.9615716646774232,427.193663,52.612496,4.886087,87.6704,0.853248,1.3365915531995771,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
463,3.0,270.0,3.317546381578855,75.0,0.9615716646774232,409.065896,52.235865,4.6188,85.972,0.81099,1.2101854691484462,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
463,4.0,270.0,3.317546381578855,75.0,0.9615716646774232,390.93813,51.842161,5.610521,84.2736,0.768733,1.4632780920781456,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
463,5.0,270.0,3.317546381578855,75.0,0.9615716646774232,372.810364,51.42976,5.343234,82.5752,0.925521,1.1298713197263692,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
463,6.0,270.0,3.317546381578855,75.0,0.9615716646774232,375.62132,51.495005,4.799971,71.673,0.945376,0.8105166591215215,,"[0.5, 0.0, 0.5, 0.0]",strict,No
463,7.0,270.0,3.317546381578855,75.0,0.9615716646774232,421.942331,52.505062,4.808658,87.1784,0.841006,1.2999741791752153,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
463,8.0,270.0,3.317546381578855,75.0,0.9615716646774232,403.814565,52.12364,4.541371,85.48,0.798749,1.1735670588636988,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
463,9.0,270.0,3.317546381578855,75.0,0.9615716646774232,385.686799,51.724695,5.533092,83.7816,0.756492,1.4266596817933983,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
463,10.0,270.0,3.317546381578855,75.0,0.9615716646774232,367.559033,51.306542,5.265805,82.0832,0.91328,1.0932529094416223,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
464,1.0,211.0,18.731103963729176,75.0,5.60800561930101,334.124197,50.478159,27.617054,87.704,4.981122,1.3390927925139904,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
464,2.0,211.0,18.731103963729176,75.0,5.60800561930101,319.957683,50.101851,26.10793,86.0056,4.734672,1.2126858780757197,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
464,3.0,211.0,18.731103963729176,75.0,5.60800561930101,305.79117,49.708499,31.707259,84.3072,4.488222,1.4657789174329,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
464,4.0,211.0,18.731103963729176,75.0,5.60800561930101,291.624656,49.296485,30.198134,82.6088,5.402629,1.1323719787079114,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
464,5.0,211.0,18.731103963729176,75.0,5.60800561930101,344.186893,50.735887,28.689009,80.9104,5.156179,1.3222150156218409,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
464,6.0,211.0,18.731103963729176,75.0,5.60800561930101,330.020379,50.370815,27.179885,87.212,4.909729,1.302474767850237,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
464,7.0,211.0,18.731103963729176,75.0,5.60800561930101,315.853865,49.989724,25.67076,85.5136,4.663279,1.17606780002483,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
464,8.0,211.0,18.731103963729176,75.0,5.60800561930101,301.687352,49.591142,31.270089,83.8152,4.416829,1.42916083938201,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
464,9.0,211.0,18.731103963729176,75.0,5.60800561930101,287.520838,49.173387,29.760964,82.1168,5.331237,1.0957537223405105,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
464,10.0,211.0,18.731103963729176,75.0,5.60800561930101,340.083074,50.6317,28.251839,80.4184,5.084787,1.2855967545151032,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
465,1.0,200.0,20.482462846657416,75.0,5.565336496596451,209.2793,46.414525,27.980653,81.9316,5.267287,0.5584509989637235,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
465,2.0,200.0,20.482462846657416,75.0,5.565336496596451,290.1151,49.251407,34.704536,84.3408,4.458911,1.4682797419826712,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
465,3.0,200.0,20.482462846657416,75.0,5.565336496596451,276.687125,48.839779,33.054308,82.6424,5.366361,1.1348727511306893,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
465,4.0,200.0,20.482462846657416,75.0,5.565336496596451,326.50915,50.277907,31.40408,80.944,5.121786,1.3247158223063198,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
465,5.0,200.0,20.482462846657416,75.0,5.565336496596451,313.081175,49.913139,29.753852,87.2456,4.877212,1.3049753804649622,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
465,6.0,200.0,20.482462846657416,75.0,5.565336496596451,299.6532,49.532378,28.103624,85.5472,4.632637,1.1785684516405932,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
465,7.0,200.0,20.482462846657416,75.0,5.565336496596451,286.225225,49.134158,34.22649,83.8488,4.388062,1.4316614910667946,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
465,8.0,200.0,20.482462846657416,75.0,5.565336496596451,272.79725,48.7168,32.576262,82.1504,5.295512,1.0982545002148127,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
465,9.0,200.0,20.482462846657416,75.0,5.565336496596451,322.619275,50.173806,30.926034,80.452,5.050937,1.288097571390443,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
465,10.0,200.0,20.482462846657416,75.0,5.565336496596451,309.1913,49.804545,29.275806,86.7536,4.806362,1.2683573092327405,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
466,1.0,285.0,14.352897654768402,75.0,8.580579388397844,413.792569,52.335654,24.341762,84.3744,6.882164,1.470780473051262,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
466,2.0,285.0,14.352897654768402,75.0,8.580579388397844,394.657704,51.924412,23.18538,82.676,8.281261,1.1373735121168258,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
466,3.0,285.0,14.352897654768402,75.0,8.580579388397844,465.65409,53.361268,22.028997,80.9776,7.904178,1.3272164927807246,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
466,4.0,285.0,14.352897654768402,75.0,8.580579388397844,446.519226,52.996803,20.872615,87.2792,7.527095,1.3074762097836328,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
466,5.0,285.0,14.352897654768402,75.0,8.580579388397844,427.384361,52.616373,19.716233,85.5808,7.150012,1.1810692566111023,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
466,6.0,285.0,14.352897654768402,75.0,8.580579388397844,408.249497,52.218513,24.006776,83.8824,6.772929,1.4341623306370126,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
466,7.0,285.0,14.352897654768402,75.0,8.580579388397844,389.114633,51.801551,22.850394,82.184,8.172026,1.1007553732113484,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
466,8.0,285.0,14.352897654768402,75.0,8.580579388397844,460.111018,53.257253,21.694012,80.4856,7.794943,1.290598420038818,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
466,9.0,285.0,14.352897654768402,75.0,8.580579388397844,440.976154,52.888302,20.537629,86.7872,7.41786,1.2708580673693832,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
466,10.0,285.0,14.352897654768402,75.0,8.580579388397844,421.841289,52.502982,19.381247,85.0888,7.040777,1.1444511141968527,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
467,1.0,397.0,15.075161985747448,75.0,5.244912957666487,550.278574,54.811652,24.376139,82.7096,5.066514,1.1398741079309034,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
467,2.0,397.0,15.075161985747448,75.0,5.244912957666487,649.175293,56.24724,23.161566,81.0112,4.83602,1.329717275044906,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
467,3.0,397.0,15.075161985747448,75.0,5.244912957666487,622.520763,55.883077,21.946992,87.3128,4.605527,1.3099768543492547,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
467,4.0,397.0,15.075161985747448,75.0,5.244912957666487,595.866233,55.502975,20.732419,85.6144,4.375033,1.183570023982149,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
467,5.0,397.0,15.075161985747448,75.0,5.244912957666487,569.211702,55.105476,25.238869,83.916,4.14454,1.436662935852751,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
467,6.0,397.0,15.075161985747448,75.0,5.244912957666487,542.557172,54.68891,24.024296,82.2176,4.999743,1.1032561020989284,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
467,7.0,397.0,15.075161985747448,75.0,5.244912957666487,641.453891,56.143309,22.809723,80.5192,4.76925,1.2930990785519971,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
467,8.0,397.0,15.075161985747448,75.0,5.244912957666487,614.799361,55.774668,21.595149,86.8208,4.538756,1.2733588485172795,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
467,9.0,397.0,15.075161985747448,75.0,5.244912957666487,588.144831,55.389686,20.380576,85.1224,4.308263,1.1469518274892403,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
467,10.0,397.0,15.075161985747448,75.0,5.244912957666487,561.4903,54.986845,24.887026,83.424,4.077769,1.4000449300207758,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
468,1.0,233.0,14.47807393580974,75.0,9.179902916754155,381.311607,51.6256,22.267273,81.0448,8.47222,1.3322179675529002,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
468,2.0,233.0,14.47807393580974,75.0,9.179902916754155,365.668016,51.261739,21.100805,87.3464,8.068799,1.3124776337056492,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
468,3.0,233.0,14.47807393580974,75.0,9.179902916754155,350.024425,50.881967,19.934338,85.648,7.665378,1.1860707022616912,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
468,4.0,233.0,14.47807393580974,75.0,9.179902916754155,334.380834,50.484828,24.2623,83.9496,7.261957,1.4391637667674853,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
468,5.0,233.0,14.47807393580974,75.0,9.179902916754155,318.737243,50.068656,23.095833,82.2512,8.758776,1.10575682484064,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
468,6.0,233.0,14.47807393580974,75.0,9.179902916754155,376.779902,51.521755,21.929365,80.5528,8.355355,1.2955998243267215,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
468,7.0,233.0,14.47807393580974,75.0,9.179902916754155,361.136311,51.153423,20.762898,86.8544,7.951934,1.2758595595494306,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
468,8.0,233.0,14.47807393580974,75.0,9.179902916754155,345.49272,50.768778,19.596431,85.156,7.548513,1.149452628105473,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
468,9.0,233.0,14.47807393580974,75.0,9.179902916754155,329.84913,50.366307,23.924392,83.4576,7.145092,1.4025456278331516,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
468,10.0,233.0,14.47807393580974,75.0,9.179902916754155,314.205539,49.944277,22.757925,81.7592,8.641911,1.0691386859063066,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
469,1.0,363.0,8.911503553988922,75.0,0.2224015935275793,570.170952,55.120102,13.002113,87.38,0.195676,1.3149794497632414,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
469,2.0,363.0,8.911503553988922,75.0,0.2224015935275793,545.799177,54.740658,12.284132,85.6816,0.185903,1.1885693851348125,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
469,3.0,363.0,8.911503553988922,75.0,0.2224015935275793,521.427402,54.343877,14.948067,83.9832,0.176129,1.4416638619043738,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
469,4.0,363.0,8.911503553988922,75.0,0.2224015935275793,497.055628,53.9281,14.230086,82.2848,0.212392,1.10825888030106,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
469,5.0,363.0,8.911503553988922,75.0,0.2224015935275793,502.50168,54.02275,12.819895,71.8545,0.21782,0.8015409204287213,,"[0.5, 0.5, 0.0, 0.0]",strict,No
469,6.0,363.0,8.911503553988922,75.0,0.2224015935275793,563.110829,55.011878,12.794125,86.888,0.192845,1.27836002905086,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
469,7.0,363.0,8.911503553988922,75.0,0.2224015935275793,538.739054,54.627569,12.076144,85.1896,0.183071,1.1519544607930918,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
469,8.0,363.0,8.911503553988922,75.0,0.2224015935275793,514.367279,54.225467,14.740079,83.4912,0.173298,1.405044441191993,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
469,9.0,363.0,8.911503553988922,75.0,0.2224015935275793,489.995505,53.803842,14.022098,81.7928,0.209561,1.071639459588679,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
469,10.0,363.0,8.911503553988922,75.0,0.2224015935275793,580.42248,55.274884,13.304118,80.0944,0.199787,1.2614840035454198,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
470,1.0,267.0,3.933550848509423,75.0,7.034080003710638,401.810236,52.08042,5.428504,85.7152,5.885809,1.1910723522496989,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
470,2.0,267.0,3.933550848509423,75.0,7.034080003710638,383.883889,51.683998,6.604369,84.0168,5.576689,1.4441653857499588,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
470,3.0,267.0,3.933550848509423,75.0,7.034080003710638,365.957543,51.268614,6.287451,82.3184,6.723623,1.110758387556383,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
470,4.0,267.0,3.933550848509423,75.0,7.034080003710638,432.469946,52.719119,5.970533,80.62,6.414503,1.3006013058958903,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
470,5.0,267.0,3.933550848509423,75.0,7.034080003710638,414.543599,52.351404,5.653615,86.9216,6.105382,1.2808610330670671,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
470,6.0,267.0,3.933550848509423,75.0,7.034080003710638,276.255955,48.826233,5.282181,81.3196,6.583114,0.525892526896564,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
470,7.0,267.0,3.933550848509423,75.0,7.034080003710638,378.690906,51.565698,6.512562,83.5248,5.487142,1.4075469886521526,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
470,8.0,267.0,3.933550848509423,75.0,7.034080003710638,360.764559,51.144477,6.195645,81.8264,6.634076,1.0741402409364882,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
470,9.0,267.0,3.933550848509423,75.0,7.034080003710638,427.276963,52.61419,5.878727,80.128,6.324955,1.2639833051863163,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
470,10.0,267.0,3.933550848509423,75.0,7.034080003710638,409.350616,52.241909,5.561809,86.4296,6.015835,1.2442428901924902,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
471,1.0,241.0,9.486353911210424,75.0,5.917003268550067,346.822046,50.802134,15.942556,84.0504,4.696204,1.4466659821727217,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
471,2.0,241.0,9.486353911210424,75.0,5.917003268550067,330.641336,50.387143,15.178261,82.352,5.660994,1.1132591155849616,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
471,3.0,241.0,9.486353911210424,75.0,5.917003268550067,390.676876,51.836354,14.413966,80.6536,5.400965,1.3031021346504896,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
471,4.0,241.0,9.486353911210424,75.0,5.917003268550067,374.496166,51.468948,13.64967,86.9552,5.140936,1.2833617149681065,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
471,5.0,241.0,9.486353911210424,75.0,5.917003268550067,358.315456,51.085311,12.885375,85.2568,4.880906,1.156954903038104,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
471,6.0,241.0,9.486353911210424,75.0,5.917003268550067,342.134746,50.683944,15.721151,83.5584,4.620877,1.4100478894984445,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
471,7.0,241.0,9.486353911210424,75.0,5.917003268550067,325.954036,50.263127,14.956856,81.86,5.585668,1.0766408539062138,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
471,8.0,241.0,9.486353911210424,75.0,5.917003268550067,385.989576,51.731512,14.192561,80.1616,5.325638,1.2664840419762122,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
471,9.0,241.0,9.486353911210424,75.0,5.917003268550067,369.808867,51.359546,13.428266,86.4632,5.065609,1.246743731857785,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
471,10.0,241.0,9.486353911210424,75.0,5.917003268550067,353.628157,50.970937,12.663971,84.7648,4.80558,1.120336750923313,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
472,1.0,389.0,16.968172480069974,75.0,7.838688043162069,534.207476,54.554199,27.17629,82.3856,7.506349,1.1157597736683535,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
472,2.0,389.0,16.968172480069974,75.0,7.838688043162069,631.111315,56.002119,25.809201,80.6872,7.161869,1.3056028561397135,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
472,3.0,389.0,16.968172480069974,75.0,7.838688043162069,604.993903,55.63502,24.442112,86.9888,6.817389,1.2858626027070463,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
472,4.0,389.0,16.968172480069974,75.0,7.838688043162069,578.876492,55.251718,23.075023,85.2904,6.47291,1.159455557606038,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
472,5.0,389.0,16.968172480069974,75.0,7.838688043162069,552.75908,54.850718,28.147355,83.592,6.12843,1.4125486106218663,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
472,6.0,389.0,16.968172480069974,75.0,7.838688043162069,526.641669,54.430304,26.780266,81.8936,7.406558,1.0791417473031335,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
472,7.0,389.0,16.968172480069974,75.0,7.838688043162069,623.545508,55.897363,25.413177,80.1952,7.062079,1.2689847022021252,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
472,8.0,389.0,16.968172480069974,75.0,7.838688043162069,597.428096,55.525713,24.046088,86.4968,6.717599,1.2492444487694578,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
472,9.0,389.0,16.968172480069974,75.0,7.838688043162069,571.310685,55.137447,22.678998,84.7984,6.373119,1.122837472306952,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
472,10.0,389.0,16.968172480069974,75.0,7.838688043162069,545.193274,54.73101,27.751331,83.1,7.651248,1.1689305134648789,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
473,1.0,313.0,19.00682200603548,75.0,1.213936541996745,508.225103,54.121122,28.940355,80.7208,1.110177,1.3081031941705743,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
473,2.0,313.0,19.00682200603548,75.0,1.213936541996745,487.210323,53.75433,27.409017,87.0224,1.056829,1.2883631305398413,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
473,3.0,313.0,19.00682200603548,75.0,1.213936541996745,466.195542,53.371362,25.877678,85.324,1.003481,1.1619563444348646,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
473,4.0,313.0,19.00682200603548,75.0,1.213936541996745,445.180761,52.970728,31.559428,83.6256,0.950133,1.415049560892628,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
473,5.0,313.0,19.00682200603548,75.0,1.213936541996745,424.16598,52.550717,30.028089,81.9272,1.14807,1.081642662914692,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
473,6.0,313.0,19.00682200603548,75.0,1.213936541996745,502.137449,54.016452,28.496751,80.2288,1.094723,1.2714851056561152,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
473,7.0,313.0,19.00682200603548,75.0,1.213936541996745,481.122668,53.645116,26.965412,86.5304,1.041375,1.2517449862178052,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
473,8.0,313.0,19.00682200603548,75.0,1.213936541996745,460.107887,53.257194,25.434073,84.832,0.988027,1.1253382001128291,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
473,9.0,313.0,19.00682200603548,75.0,1.213936541996745,439.093106,52.851132,31.115823,83.1336,1.185964,1.1714313046976323,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
473,10.0,313.0,19.00682200603548,75.0,1.213936541996745,418.078326,52.425153,29.584484,81.4352,1.132616,1.0450245217875442,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
474,1.0,341.0,21.83421157285756,75.0,1.5814589639542806,531.247566,54.505939,31.521089,87.056,1.378161,1.2908642409555404,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
474,2.0,341.0,21.83421157285756,75.0,1.5814589639542806,508.352868,54.123306,29.761954,85.3576,1.308662,1.164457332133481,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
474,3.0,341.0,21.83421157285756,75.0,1.5814589639542806,485.458171,53.723036,36.288902,83.6592,1.239163,1.4175504128750704,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
474,4.0,341.0,21.83421157285756,75.0,1.5814589639542806,462.563474,53.303427,34.529766,81.9608,1.497026,1.0841434646880468,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
474,5.0,341.0,21.83421157285756,75.0,1.5814589639542806,547.510026,54.767842,32.770631,80.2624,1.427527,1.2739865558659875,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
474,6.0,341.0,21.83421157285756,75.0,1.5814589639542806,524.615329,54.39682,31.011495,86.564,1.358029,1.2542456385159566,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
474,7.0,341.0,21.83421157285756,75.0,1.5814589639542806,501.720632,54.009239,29.25236,84.8656,1.28853,1.1278387326264487,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
474,8.0,341.0,21.83421157285756,75.0,1.5814589639542806,478.825934,53.603553,35.779308,83.1672,1.546393,1.1739318139376558,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
474,9.0,341.0,21.83421157285756,75.0,1.5814589639542806,455.931237,53.177987,34.020172,81.4688,1.476894,1.0475248622484632,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
474,10.0,341.0,21.83421157285756,75.0,1.5814589639542806,540.877789,54.661983,32.261037,87.7704,1.407395,1.3440346200930704,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
475,1.0,380.0,18.305456289907585,75.0,5.709279877845555,566.997667,55.071625,24.981127,85.3912,4.729411,1.1669578762688235,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
475,2.0,380.0,18.305456289907585,75.0,5.709279877845555,541.484515,54.671721,30.453216,83.6928,4.47851,1.4200509698876842,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
475,3.0,380.0,18.305456289907585,75.0,5.709279877845555,538.725297,54.627347,27.067426,70.9745,5.104757,0.9485625218720384,,"[0.0, 0.0, 1.0, 0.0]",strict,No
475,4.0,380.0,18.305456289907585,75.0,5.709279877845555,610.63321,55.715608,27.503554,80.296,5.15853,1.2764870402356645,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
475,5.0,380.0,18.305456289907585,75.0,5.709279877845555,585.120058,55.3449,26.028722,86.5976,4.90763,1.256746606904402,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
475,6.0,380.0,18.305456289907585,75.0,5.709279877845555,559.606905,54.957661,24.553891,84.8992,4.656729,1.1303397340568528,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
475,7.0,380.0,18.305456289907585,75.0,5.709279877845555,534.093753,54.55235,30.02598,83.2008,5.587649,1.1764328162406512,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
475,8.0,380.0,18.305456289907585,75.0,5.709279877845555,508.5806,54.127196,28.551149,81.5024,5.336749,1.050025768239664,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
475,9.0,380.0,18.305456289907585,75.0,5.709279877845555,603.242448,55.609838,27.076318,87.804,5.085848,1.3465355646903605,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
475,10.0,380.0,18.305456289907585,75.0,5.709279877845555,577.729295,55.234488,25.601487,86.1056,4.834948,1.220128516689373,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
476,1.0,309.0,24.24156700747539,75.0,5.868503160088778,440.722837,52.883311,40.367253,83.7264,4.608511,1.422551748174422,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
476,2.0,309.0,24.24156700747539,75.0,5.868503160088778,419.976616,52.464502,38.414162,82.028,5.565394,1.0891446737402155,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
476,3.0,309.0,24.24156700747539,75.0,5.868503160088778,496.951645,53.926283,36.461071,80.3296,5.307496,1.2789877434418475,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
476,4.0,309.0,24.24156700747539,75.0,5.868503160088778,476.205423,53.555887,34.50798,86.6312,5.049598,1.259247476573901,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
476,5.0,309.0,24.24156700747539,75.0,5.868503160088778,455.459202,53.16899,32.554889,84.9328,4.7917,1.132840546275533,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
476,6.0,309.0,24.24156700747539,75.0,5.868503160088778,434.712981,52.764052,39.801473,83.2344,5.748583,1.1789334850691473,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
