spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached
627,5.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,419.474032,52.454102,13.614264,81.548,1.668639,0.7969703110021658,Yes,Yes,Yes,Yes,Yes,Yes
627,6.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,497.445501,53.93491,12.911983,87.8496,1.590289,1.065764110979238,Yes,Yes,Yes,Yes,Yes,Yes
627,7.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,476.43072,53.559995,12.209702,86.1512,1.511939,0.9528912442896438,Yes,Yes,Yes,Yes,Yes,Yes
627,8.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,455.415939,53.168165,14.815386,84.4528,1.433589,1.17001830215068,Yes,Yes,Yes,Yes,Yes,Yes
627,9.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,434.401158,52.757819,14.113105,82.7544,1.724293,0.8771452748314278,Yes,Yes,Yes,Yes,Yes,Yes
627,10.0,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,512.372627,54.191718,13.410824,81.056,1.645942,1.039272895875771,Yes,Yes,Yes,Yes,Yes,Yes
628,1.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,482.934117,53.677758,17.699802,86.6768,5.695756,0.9878216803952604,Yes,Yes,Yes,Yes,Yes,Yes
628,2.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,461.919336,53.291323,16.699544,84.9784,5.405255,0.8749488670776465,Yes,Yes,Yes,Yes,Yes,Yes
628,3.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,440.904555,52.886892,20.410816,83.28,6.483104,0.9120760809171917,Yes,Yes,Yes,Yes,Yes,Yes
628,4.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,419.889774,52.462706,19.410558,81.5816,6.192604,0.7992031360542642,Yes,Yes,Yes,Yes,Yes,Yes
628,5.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,497.861243,53.942166,18.4103,87.8832,5.902103,1.0679969894033172,Yes,Yes,Yes,Yes,Yes,Yes
628,6.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,476.846462,53.567571,17.410043,86.1848,5.611602,0.9551242461266576,Yes,Yes,Yes,Yes,Yes,Yes
628,7.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,455.831681,53.17609,21.121314,84.4864,5.321102,1.1722512882007088,Yes,Yes,Yes,Yes,Yes,Yes
628,8.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,434.8169,52.766128,20.121057,82.788,6.398951,0.8793785151032749,Yes,Yes,Yes,Yes,Yes,Yes
628,9.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,512.78837,54.198763,19.120799,81.0896,6.10845,1.0415057045638252,Yes,Yes,Yes,Yes,Yes,Yes
628,10.0,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,491.773589,53.835304,18.120541,87.3912,5.81795,1.0352994263675646,Yes,Yes,Yes,Yes,Yes,Yes
629,1.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,549.484501,54.799109,6.222622,85.012,4.60576,0.87718187176558,Yes,Yes,Yes,Yes,Yes,Yes
629,2.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,524.508468,54.39505,7.603887,83.3136,5.523208,0.9143089541077226,Yes,Yes,Yes,Yes,Yes,Yes
629,3.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,499.532435,53.971274,7.23161,81.6152,5.275938,0.8014362093235594,Yes,Yes,Yes,Yes,Yes,Yes
629,4.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,592.201401,55.449389,6.859333,87.9168,5.028669,1.070229974324638,Yes,Yes,Yes,Yes,Yes,Yes
629,5.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,567.225368,55.075113,6.487056,86.2184,4.781399,0.9573572295404746,Yes,Yes,Yes,Yes,Yes,Yes
629,6.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,542.249334,54.683981,7.868321,84.52,4.53413,1.1744841986738803,Yes,Yes,Yes,Yes,Yes,Yes
629,7.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,517.273301,54.274401,7.496044,82.8216,5.451578,0.8816114102170292,Yes,Yes,Yes,Yes,Yes,Yes
629,8.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,609.942267,55.705775,7.123767,81.1232,5.204308,1.043738663095325,Yes,Yes,Yes,Yes,Yes,Yes
629,9.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,584.966234,55.342616,6.75149,87.4248,4.957039,1.0375324304339444,Yes,Yes,Yes,Yes,Yes,Yes
629,10.0,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,559.9902,54.963609,6.379213,85.7264,4.709769,0.9246596833122402,Yes,Yes,Yes,Yes,Yes,Yes
630,1.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,358.469502,51.089044,4.09329,83.3472,2.955766,0.9165421686432297,Yes,Yes,Yes,Yes,Yes,Yes
630,2.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,341.415973,50.665677,3.893081,81.6488,2.823556,0.8036691393238395,Yes,Yes,Yes,Yes,Yes,Yes
630,3.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,347.781124,50.82612,2.741988,83.365,2.921733,0.41716373502054,Yes,No,Yes,Yes,No,No
630,4.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,387.636417,51.768491,3.492664,86.252,2.559136,0.95959010412873,Yes,Yes,Yes,Yes,Yes,Yes
630,5.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,370.582889,51.377707,4.235501,84.5536,2.426925,1.17671748606656,Yes,Yes,Yes,Yes,Yes,Yes
630,6.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,353.52936,50.96851,4.035292,82.8552,2.917467,0.8838443583370903,Yes,Yes,Yes,Yes,Yes,Yes
630,7.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,416.803332,52.398624,3.835084,81.1568,2.785257,1.0459716823712193,Yes,Yes,Yes,Yes,Yes,Yes
630,8.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,399.749804,52.035765,3.634875,87.4584,2.653047,1.0397653231419808,Yes,Yes,Yes,Yes,Yes,Yes
630,9.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,382.696276,51.657085,3.434667,85.76,2.520836,0.9268929362158853,Yes,Yes,Yes,Yes,Yes,Yes
630,10.0,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,365.642747,51.261139,4.177504,84.0616,2.388626,1.144020025690454,Yes,Yes,Yes,Yes,Yes,Yes
631,1.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,444.010256,52.94786,5.463839,81.6824,4.472266,0.8059020857389569,Yes,Yes,Yes,Yes,Yes,Yes
631,2.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,526.216598,54.423291,5.183137,87.984,4.26305,1.0746960090215445,Yes,Yes,Yes,Yes,Yes,Yes
631,3.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,504.060439,54.049652,4.902435,86.2856,4.053835,0.9618230803486878,Yes,Yes,Yes,Yes,Yes,Yes
631,4.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,481.90428,53.659216,5.943928,84.5872,3.844619,1.17895030982563,Yes,Yes,Yes,Yes,Yes,Yes
631,5.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,459.748121,53.250399,5.663226,82.8888,4.620875,0.8860774254555692,Yes,Yes,Yes,Yes,Yes,Yes
631,6.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,541.954463,54.679256,5.382524,81.1904,4.411659,1.04820468207149,Yes,Yes,Yes,Yes,Yes,Yes
631,7.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,519.798304,54.316697,5.101822,87.492,4.202444,1.0419984200653003,Yes,Yes,Yes,Yes,Yes,Yes
631,8.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,497.642145,53.938343,4.82112,85.7936,3.993228,0.9291256740461749,Yes,Yes,Yes,Yes,Yes,Yes
631,9.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,475.485986,53.542754,5.862613,84.0952,3.784012,1.146252903523117,Yes,Yes,Yes,Yes,Yes,Yes
631,10.0,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,453.329827,53.128286,5.581911,82.3968,4.560268,0.8533800191530563,Yes,Yes,Yes,Yes,Yes,Yes
632,1.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,512.291604,54.190345,33.626335,80.0176,6.664306,0.9702623142889736,Yes,Yes,Yes,Yes,Yes,Yes
632,2.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,490.739704,53.817024,31.80719,86.3192,6.337562,0.9640562049282708,Yes,Yes,Yes,Yes,Yes,Yes
632,3.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,469.187804,53.426934,38.556792,84.6208,6.010819,1.1811833041030662,Yes,Yes,Yes,Yes,Yes,Yes
632,4.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,447.635904,53.018498,36.737647,82.9224,7.22314,0.8883105379573937,Yes,Yes,Yes,Yes,Yes,Yes
632,5.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,527.600255,54.4461,34.918502,81.224,6.896397,1.0504376476848316,Yes,Yes,Yes,Yes,Yes,Yes
632,6.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,506.048355,54.08384,33.099357,87.5256,6.569653,1.0442315383241292,Yes,Yes,Yes,Yes,Yes,Yes
632,7.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,484.496455,53.705812,31.280212,85.8272,6.24291,0.9313586453426419,Yes,Yes,Yes,Yes,Yes,Yes
632,8.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,462.944555,53.31058,38.029814,84.1288,5.916166,1.1484858614715552,Yes,Yes,Yes,Yes,Yes,Yes
632,9.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,441.392655,52.896502,36.210669,82.4304,7.128488,0.8556129783717645,Yes,Yes,Yes,Yes,Yes,Yes
632,10.0,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,521.357005,54.342704,34.391524,80.732,6.801744,1.0177402023443949,Yes,Yes,Yes,Yes,Yes,Yes
633,1.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,593.683602,55.471101,13.034688,86.3528,6.211133,0.9662891442555768,Yes,Yes,Yes,Yes,Yes,Yes
633,2.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,567.63333,55.081358,12.290039,84.6544,5.891234,0.8534163060644577,Yes,Yes,Yes,Yes,Yes,Yes
633,3.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,541.583059,54.673301,15.052921,82.956,7.07816,0.8905434424971053,Yes,Yes,Yes,Yes,Yes,Yes
633,4.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,515.532787,54.245126,14.308272,81.2576,6.758261,0.7776706043059857,Yes,Yes,Yes,Yes,Yes,Yes
633,5.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,612.187516,55.737689,13.563623,87.5592,6.438362,1.0464644350226806,Yes,Yes,Yes,Yes,Yes,Yes
633,6.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,586.137244,55.359986,12.818975,85.8608,6.118463,0.9335916909148281,Yes,Yes,Yes,Yes,Yes,Yes
633,7.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,560.086973,54.965109,15.581857,84.1624,5.798564,1.1507188302835278,Yes,Yes,Yes,Yes,Yes,Yes
633,8.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,534.036701,54.551422,14.837208,82.464,6.98549,0.8578459891563561,Yes,Yes,Yes,Yes,Yes,Yes
633,9.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,630.69143,55.996339,14.092559,80.7656,6.665591,1.0199731532063843,Yes,Yes,Yes,Yes,Yes,Yes
633,10.0,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,604.641158,55.629954,13.34791,87.0672,6.345692,1.0137669816819317,Yes,Yes,Yes,Yes,Yes,Yes
634,1.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,355.825082,51.024731,24.154974,84.688,4.564874,0.8556493298181584,Yes,Yes,Yes,Yes,Yes,Yes
634,2.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,339.510093,50.617054,29.578671,82.9896,5.483587,0.8927764945465531,Yes,Yes,Yes,Yes,Yes,Yes
634,3.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,323.195103,50.189295,28.116882,81.2912,5.235976,0.7799037226627223,Yes,Yes,Yes,Yes,Yes,Yes
634,4.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,383.728863,51.680489,26.655093,87.5928,4.988366,1.048697463114458,Yes,Yes,Yes,Yes,Yes,Yes
634,5.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,367.413874,51.303111,25.193305,85.8944,4.740755,0.9358247427359851,Yes,Yes,Yes,Yes,Yes,Yes
634,6.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,351.098884,50.908589,30.617002,84.196,4.493145,1.152951815475421,Yes,Yes,Yes,Yes,Yes,Yes
634,7.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,334.783895,50.495291,29.155213,82.4976,5.411858,0.8600789812494491,Yes,Yes,Yes,Yes,Yes,Yes
634,8.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,395.317655,51.938924,27.693425,80.7992,5.164248,1.0222061029614185,Yes,Yes,Yes,Yes,Yes,Yes
634,9.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,379.002665,51.572845,26.231636,87.1008,4.916637,1.0159999977442542,Yes,Yes,Yes,Yes,Yes,Yes
634,10.0,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,362.687676,51.190656,24.769847,85.4024,4.669027,0.903127075107781,Yes,Yes,Yes,Yes,Yes,Yes
635,1.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,530.6928,54.496864,19.767794,79.6696,12.214855,0.46476968749477143,Yes,Yes,Yes,No,No,No
635,2.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,489.936524,53.802796,20.336031,81.3248,8.496948,0.7821366377045912,Yes,Yes,Yes,Yes,Yes,Yes
635,3.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,581.60905,55.292623,19.279853,87.6264,8.095501,1.0509304823229828,Yes,Yes,Yes,Yes,Yes,Yes
635,4.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,556.901576,54.915569,18.223675,85.928,7.694054,0.9380576602747076,Yes,Yes,Yes,Yes,Yes,Yes
635,5.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,532.194102,54.521401,22.142429,84.2296,7.292607,1.155184817950511,Yes,Yes,Yes,Yes,Yes,Yes
635,6.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,507.486628,54.108492,21.086251,82.5312,8.782102,0.8623119889018852,Yes,Yes,Yes,Yes,Yes,Yes
635,7.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,599.159154,55.550844,20.030072,80.8328,8.380655,1.0244391005210491,Yes,Yes,Yes,Yes,Yes,Yes
635,8.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,574.45168,55.18507,18.973894,87.1344,7.979208,1.0182329451394412,Yes,Yes,Yes,Yes,Yes,Yes
635,9.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,549.744206,54.803213,17.917716,85.436,7.577761,0.9053601230911658,Yes,Yes,Yes,Yes,Yes,Yes
635,10.0,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,525.036732,54.403794,21.83647,83.7376,7.176314,1.1224872807669692,Yes,Yes,Yes,Yes,Yes,Yes
636,1.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,294.521728,49.382347,7.983978,81.3584,8.821025,0.7843695475350381,Yes,Yes,Yes,Yes,Yes,Yes
636,2.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,349.575065,50.870809,7.569746,87.66,8.404655,1.0531635686654102,Yes,Yes,Yes,Yes,Yes,Yes
636,3.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,334.737153,50.494078,7.155513,85.9616,7.988286,0.9402906661550755,Yes,Yes,Yes,Yes,Yes,Yes
636,4.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,319.89924,50.100264,8.692447,84.2632,7.571917,1.157417833220134,Yes,Yes,Yes,Yes,Yes,Yes
636,5.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,305.061328,49.687743,8.278214,82.5648,9.116778,0.8645449383303554,Yes,Yes,Yes,Yes,Yes,Yes
636,6.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,360.114666,51.128816,7.863982,80.8664,8.700409,1.0266722049496102,Yes,Yes,Yes,Yes,Yes,Yes
636,7.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,345.276753,50.763347,7.449749,87.168,8.28404,1.0204659651712582,Yes,Yes,Yes,Yes,Yes,Yes
636,8.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,330.438841,50.381822,7.035516,85.4696,7.867671,0.9075930626609239,Yes,Yes,Yes,Yes,Yes,Yes
636,9.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,315.600929,49.982765,8.57245,83.7712,7.451301,1.1247203254398006,Yes,Yes,Yes,Yes,Yes,Yes
636,10.0,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,300.763016,49.564489,8.158218,82.0728,8.996162,0.8318475957449273,Yes,Yes,Yes,Yes,Yes,Yes
637,1.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,430.607518,52.681632,10.237502,87.6936,7.99681,1.0553965304078534,Yes,Yes,Yes,Yes,Yes,Yes
637,2.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,412.345472,52.305225,9.67789,85.9952,7.601034,0.9425236687647776,Yes,Yes,Yes,Yes,Yes,Yes
637,3.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,394.083426,51.911763,11.754228,84.2968,7.205257,1.1596509243913335,Yes,Yes,Yes,Yes,Yes,Yes
637,4.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,389.510603,51.810386,10.389913,79.351,11.976325,0.4476184396491062,Yes,Yes,Yes,No,No,No
637,5.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,443.579334,52.939426,10.635003,80.9,8.277936,1.028905187895459,Yes,Yes,Yes,Yes,Yes,Yes
637,6.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,425.317288,52.574261,10.075391,87.2016,7.88216,1.02269899291905,Yes,Yes,Yes,Yes,Yes,Yes
637,7.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,407.055242,52.193067,9.515779,85.5032,7.486384,0.9098261312759747,Yes,Yes,Yes,Yes,Yes,Yes
637,8.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,388.793196,51.794373,11.592117,83.8048,7.090607,1.1269533869025303,Yes,Yes,Yes,Yes,Yes,Yes
637,9.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,370.53115,51.376494,11.032504,82.1064,8.559063,0.8340804154952334,Yes,Yes,Yes,Yes,Yes,Yes
637,10.0,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,438.289104,52.835213,10.472892,80.408,8.163286,0.9962076504066557,Yes,Yes,Yes,Yes,Yes,Yes
638,1.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,502.227707,54.018013,16.05032,86.0288,5.558321,0.9447566509137622,Yes,Yes,Yes,Yes,Yes,Yes
638,2.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,480.004408,53.624905,19.489893,84.3304,5.269204,1.1618838237671758,Yes,Yes,Yes,Yes,Yes,Yes
638,3.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,457.78111,53.213157,18.562863,82.632,6.34192,0.8690109400482865,Yes,Yes,Yes,Yes,Yes,Yes
638,4.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,540.236561,54.651679,17.635834,80.9336,6.052803,1.0311381402902264,Yes,Yes,Yes,Yes,Yes,Yes
638,5.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,518.013262,54.286818,16.708804,87.2352,5.763685,1.024932063800006,Yes,Yes,Yes,Yes,Yes,Yes
638,6.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,495.789964,53.905955,15.781774,85.5368,5.474568,0.9120591910953989,Yes,Yes,Yes,Yes,Yes,Yes
638,7.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,473.566665,53.507622,19.221347,83.8384,5.185451,1.1291863639488127,Yes,Yes,Yes,Yes,Yes,Yes
638,8.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,451.343366,53.090141,18.294317,82.14,6.258167,0.8363134776028376,Yes,Yes,Yes,Yes,Yes,Yes
638,9.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,533.798818,54.547552,17.367288,80.4416,5.96905,0.9984406804718626,Yes,Yes,Yes,Yes,Yes,Yes
638,10.0,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,511.575519,54.178195,16.440258,86.7432,5.679933,0.9922344718068374,Yes,Yes,Yes,Yes,Yes,Yes
639,1.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,535.600779,54.576824,19.575923,84.364,1.844374,1.1641168943375773,Yes,Yes,Yes,Yes,Yes,Yes
639,2.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,510.826165,54.165463,18.645676,82.6656,2.219449,0.8712438112108044,Yes,Yes,Yes,Yes,Yes,Yes
639,3.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,602.747801,55.602713,17.71543,80.9672,2.118359,1.0333711356225304,Yes,Yes,Yes,Yes,Yes,Yes
639,4.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,577.973187,55.238154,16.785184,87.2688,2.017269,1.0271651267009225,Yes,Yes,Yes,Yes,Yes,Yes
639,5.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,553.198573,54.857621,15.854938,85.5704,1.91618,0.9142920730917266,Yes,Yes,Yes,Yes,Yes,Yes
639,6.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,528.423959,54.45965,19.306445,83.872,1.81509,1.1314193463382267,Yes,Yes,Yes,Yes,Yes,Yes
639,7.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,503.649345,54.042565,18.376199,82.1736,2.190164,0.8385467165446874,Yes,Yes,Yes,Yes,Yes,Yes
639,8.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,595.570982,55.498671,17.445952,80.4752,2.089075,1.000673589979725,Yes,Yes,Yes,Yes,Yes,Yes
639,9.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,570.796368,55.129624,16.515706,86.7768,1.987985,0.9944675810581176,Yes,Yes,Yes,Yes,Yes,Yes
639,10.0,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,546.021754,54.744199,15.58546,85.0784,1.886896,0.8815945274489213,Yes,Yes,Yes,Yes,Yes,Yes
640,1.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,501.616522,54.007437,21.896765,82.6992,2.231721,0.8734768018209564,Yes,Yes,Yes,Yes,Yes,Yes
640,2.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,591.794387,55.443417,20.805397,81.0008,2.130163,1.0356043315214245,Yes,Yes,Yes,Yes,Yes,Yes
640,3.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,567.489753,55.07916,19.714029,87.3024,2.028606,1.029398154009685,Yes,Yes,Yes,Yes,Yes,Yes
640,4.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,543.185118,54.698957,18.62266,85.604,1.927049,0.9165252432354367,Yes,Yes,Yes,Yes,Yes,Yes
640,5.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,518.880483,54.301347,22.671981,83.9056,1.825492,1.1336523899018274,Yes,Yes,Yes,Yes,Yes,Yes
640,6.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,494.575848,53.884658,21.580613,82.2072,2.202301,0.8407795122753896,Yes,Yes,Yes,Yes,Yes,Yes
640,7.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,584.753714,55.33946,20.489245,80.5088,2.100744,1.0029066680969834,Yes,Yes,Yes,Yes,Yes,Yes
640,8.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,560.449079,54.970723,19.397876,86.8104,1.999187,0.9967004239894018,Yes,Yes,Yes,Yes,Yes,Yes
640,9.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,536.144444,54.585636,18.306508,85.112,1.89763,0.8838275774088822,Yes,Yes,Yes,Yes,Yes,Yes
640,10.0,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,511.839809,54.182681,22.355829,83.4136,1.796073,1.1009547240752726,Yes,Yes,Yes,Yes,Yes,Yes
641,1.0,(358.0)411.70,(4.8)5.53,(75.0)75.0,(8.7)10.04,585.730736,55.35396,7.395265,81.0344,8.052048,1.0378370993322887,Yes,Yes,Yes,Yes,Yes,Yes
641,2.0,(358.0)411.70,(4.8)5.53,(75.0)75.0,(8.7)10.04,561.694661,54.990006,7.007741,87.336,7.668523,1.0316308896371889,Yes,Yes,Yes,Yes,Yes,Yes
641,3.0,(358.0)411.70,(4.8)5.53,(75.0)75.0,(8.7)10.04,537.658586,54.610132,6.620217,85.6376,7.284997,0.9187581129141731,Yes,Yes,Yes,Yes,Yes,Yes
