spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached,scalarized_value,preference,scalarization
586,6.0,217.0,6.670452374721383,75.0,9.994350860694937,312.764134,49.904339,11.227934,84.1064,7.946792,1.450834,Yes,Yes,Yes,Yes,Yes,Yes,0.397909,"[0.5, 0.0, 0.5, 0.0]",cosine
586,7.0,217.0,6.670452374721383,75.0,9.994350860694937,298.194782,49.490001,10.69051,82.408,9.57641,1.117427,Yes,Yes,Yes,Yes,Yes,Yes,0.294147,"[0.5, 0.0, 0.0, 0.5]",cosine
586,8.0,217.0,6.670452374721383,75.0,9.994350860694937,352.251679,50.937061,10.153086,80.7096,9.137197,1.30727,Yes,Yes,Yes,Yes,Yes,Yes,0.42301,"[0.0, 0.5, 0.5, 0.0]",cosine
586,9.0,217.0,6.670452374721383,75.0,9.994350860694937,337.682326,50.570167,9.615662,87.0112,8.697985,1.28753,Yes,Yes,Yes,Yes,Yes,Yes,0.403928,"[0.0, 0.5, 0.0, 0.5]",cosine
586,10.0,217.0,6.670452374721383,75.0,9.994350860694937,323.112973,50.187088,9.078238,85.3128,8.258772,1.161123,Yes,Yes,Yes,Yes,Yes,Yes,0.220023,"[0.0, 0.0, 0.5, 0.5]",cosine
587,1.0,370.0,4.514661238664665,75.0,9.66820599919938,516.130436,54.255189,7.348061,82.9336,9.39539,1.156546,Yes,Yes,Yes,Yes,Yes,Yes,0.394947,"[1.0, 0.0, 0.0, 0.0]",cosine
587,2.0,370.0,4.514661238664665,75.0,9.66820599919938,517.885624,54.284677,6.578063,71.449,8.549533,0.925095,Yes,Yes,No,Yes,No,No,0.457045,"[0.0, 1.0, 0.0, 0.0]",cosine
587,3.0,370.0,4.514661238664665,75.0,9.66820599919938,583.459429,55.320213,6.620588,87.5368,8.545631,1.326649,Yes,Yes,Yes,Yes,Yes,Yes,0.167157,"[0.0, 0.0, 1.0, 0.0]",cosine
587,4.0,370.0,4.514661238664665,75.0,9.66820599919938,558.617675,54.942293,6.256851,85.8384,8.120751,1.200242,Yes,Yes,Yes,Yes,Yes,Yes,0.160056,"[0.0, 0.0, 0.0, 1.0]",cosine
587,5.0,370.0,4.514661238664665,75.0,9.66820599919938,533.775921,54.54718,7.606429,84.14,7.695871,1.453335,Yes,Yes,Yes,Yes,Yes,Yes,0.797239,"[0.5, 0.5, 0.0, 0.0]",cosine
587,6.0,370.0,4.514661238664665,75.0,9.66820599919938,508.934167,54.133232,7.242692,82.4416,9.272309,1.119928,Yes,Yes,Yes,Yes,Yes,Yes,0.335677,"[0.5, 0.0, 0.5, 0.0]",cosine
587,7.0,370.0,4.514661238664665,75.0,9.66820599919938,601.104914,55.579006,6.878955,80.7432,8.847429,1.309771,Yes,Yes,Yes,Yes,Yes,Yes,0.501694,"[0.5, 0.0, 0.0, 0.5]",cosine
587,8.0,370.0,4.514661238664665,75.0,9.66820599919938,576.26316,55.212417,6.515219,87.0448,8.42255,1.29003,Yes,Yes,Yes,Yes,Yes,Yes,0.426896,"[0.0, 0.5, 0.5, 0.0]",cosine
587,9.0,370.0,4.514661238664665,75.0,9.66820599919938,551.421406,54.829672,6.151482,85.3464,7.99767,1.163623,Yes,Yes,Yes,Yes,Yes,Yes,0.378545,"[0.0, 0.5, 0.0, 0.5]",cosine
587,10.0,370.0,4.514661238664665,75.0,9.66820599919938,526.579652,54.429281,7.50106,83.648,7.57279,1.416717,Yes,Yes,Yes,Yes,Yes,Yes,0.234787,"[0.0, 0.0, 0.5, 0.5]",cosine
588,1.0,284.0,5.734523267775598,75.0,8.409846351332028,377.474482,51.537752,8.88063,81.2688,7.810271,1.03264,Yes,Yes,Yes,Yes,Yes,Yes,0.329136,"[1.0, 0.0, 0.0, 0.0]",cosine
588,2.0,284.0,5.734523267775598,75.0,8.409846351332028,448.221757,53.029859,8.418612,87.5704,7.440691,1.329149,Yes,Yes,Yes,Yes,Yes,Yes,0.468058,"[0.0, 1.0, 0.0, 0.0]",cosine
588,3.0,284.0,5.734523267775598,75.0,8.409846351332028,429.154033,52.652264,7.956593,85.872,7.071111,1.202742,Yes,Yes,Yes,Yes,Yes,Yes,0.14496,"[0.0, 0.0, 1.0, 0.0]",cosine
588,4.0,284.0,5.734523267775598,75.0,8.409846351332028,410.086308,52.257505,9.670827,84.1736,6.701531,1.455835,Yes,Yes,Yes,Yes,Yes,Yes,0.203133,"[0.0, 0.0, 0.0, 1.0]",cosine
588,5.0,284.0,5.734523267775598,75.0,8.409846351332028,391.018584,51.843948,9.208809,82.4752,8.072789,1.122429,Yes,Yes,Yes,Yes,Yes,Yes,0.69486,"[0.5, 0.5, 0.0, 0.0]",cosine
588,6.0,284.0,5.734523267775598,75.0,8.409846351332028,461.76586,53.288436,8.74679,80.7768,7.703209,1.312271,Yes,Yes,Yes,Yes,Yes,Yes,0.497068,"[0.5, 0.0, 0.5, 0.0]",cosine
588,7.0,284.0,5.734523267775598,75.0,8.409846351332028,442.698135,52.922154,8.284772,87.0784,7.333629,1.292531,Yes,Yes,Yes,Yes,Yes,Yes,0.485618,"[0.5, 0.0, 0.0, 0.5]",cosine
588,8.0,284.0,5.734523267775598,75.0,8.409846351332028,423.630411,52.539743,7.822754,85.38,6.964049,1.166124,Yes,Yes,Yes,Yes,Yes,Yes,0.355357,"[0.0, 0.5, 0.5, 0.0]",cosine
588,9.0,284.0,5.734523267775598,75.0,8.409846351332028,404.562686,52.139716,9.536987,83.6816,6.594469,1.419217,Yes,Yes,Yes,Yes,Yes,Yes,0.621509,"[0.0, 0.5, 0.0, 0.5]",cosine
588,10.0,284.0,5.734523267775598,75.0,8.409846351332028,385.494962,51.720374,9.074969,81.9832,7.965727,1.08581,Yes,Yes,Yes,Yes,Yes,Yes,0.10318,"[0.0, 0.0, 0.5, 0.5]",cosine
589,1.0,359.0,15.45757564655598,75.0,5.658425460820548,567.067021,55.072688,22.717252,87.604,5.011265,1.33165,Yes,Yes,Yes,Yes,Yes,Yes,0.579574,"[1.0, 0.0, 0.0, 0.0]",cosine
589,2.0,359.0,15.45757564655598,75.0,5.658425460820548,542.963806,54.695418,21.471869,85.9056,4.762599,1.205243,Yes,Yes,Yes,Yes,Yes,Yes,0.389084,"[0.0, 1.0, 0.0, 0.0]",cosine
589,3.0,359.0,15.45757564655598,75.0,5.658425460820548,518.860591,54.301014,26.092635,84.2072,4.513933,1.458336,Yes,Yes,Yes,Yes,Yes,Yes,0.122763,"[0.0, 0.0, 1.0, 0.0]",cosine
589,4.0,359.0,15.45757564655598,75.0,5.658425460820548,494.757376,53.887846,24.847251,82.5088,5.436561,1.124929,Yes,Yes,Yes,Yes,Yes,Yes,0.03921,"[0.0, 0.0, 0.0, 1.0]",cosine
589,5.0,359.0,15.45757564655598,75.0,5.658425460820548,584.187911,55.331051,23.601868,80.8104,5.187896,1.314772,Yes,Yes,Yes,Yes,Yes,Yes,0.816104,"[0.5, 0.5, 0.0, 0.0]",cosine
589,6.0,359.0,15.45757564655598,75.0,5.658425460820548,560.084696,54.965074,22.356484,87.112,4.93923,1.295032,Yes,Yes,Yes,Yes,Yes,Yes,0.510261,"[0.5, 0.0, 0.5, 0.0]",cosine
589,7.0,359.0,15.45757564655598,75.0,5.658425460820548,535.98148,54.582996,21.1111,85.4136,4.690564,1.168625,Yes,Yes,Yes,Yes,Yes,Yes,0.469542,"[0.5, 0.0, 0.0, 0.5]",cosine
589,8.0,359.0,15.45757564655598,75.0,5.658425460820548,511.878265,54.183334,25.731867,83.7152,4.441899,1.421718,Yes,Yes,Yes,Yes,Yes,Yes,0.552165,"[0.0, 0.5, 0.5, 0.0]",cosine
589,9.0,359.0,15.45757564655598,75.0,5.658425460820548,487.77505,53.764392,24.486483,82.0168,5.364527,1.088311,Yes,Yes,Yes,Yes,Yes,Yes,0.449755,"[0.0, 0.5, 0.0, 0.5]",cosine
589,10.0,359.0,15.45757564655598,75.0,5.658425460820548,577.205585,55.22661,23.2411,80.3184,5.115861,1.278154,Yes,Yes,Yes,Yes,Yes,Yes,0.117944,"[0.0, 0.0, 0.5, 0.5]",cosine
590,1.0,280.0,19.24516709312541,75.0,5.978348171186418,423.85343,52.544314,26.763826,85.9392,5.03707,1.207744,Yes,Yes,Yes,Yes,Yes,Yes,0.513762,"[1.0, 0.0, 0.0, 0.0]",cosine
590,2.0,280.0,19.24516709312541,75.0,5.978348171186418,405.054265,52.150264,32.516825,84.2408,4.774345,1.460837,Yes,Yes,Yes,Yes,Yes,Yes,0.68961,"[0.0, 1.0, 0.0, 0.0]",cosine
590,3.0,280.0,19.24516709312541,75.0,5.978348171186418,386.2551,51.737485,30.966283,82.5424,5.749138,1.12743,Yes,Yes,Yes,Yes,Yes,Yes,0.100565,"[0.0, 0.0, 1.0, 0.0]",cosine
590,4.0,280.0,19.24516709312541,75.0,5.978348171186418,456.005935,53.17941,29.415741,80.844,5.486413,1.317273,Yes,Yes,Yes,Yes,Yes,Yes,0.082286,"[0.0, 0.0, 0.0, 1.0]",cosine
590,5.0,280.0,19.24516709312541,75.0,5.978348171186418,437.20677,52.813738,27.8652,87.1456,5.223688,1.297533,Yes,Yes,Yes,Yes,Yes,Yes,0.713725,"[0.5, 0.5, 0.0, 0.0]",cosine
590,6.0,280.0,19.24516709312541,75.0,5.978348171186418,418.407605,52.431991,26.314658,85.4472,4.960962,1.171126,Yes,Yes,Yes,Yes,Yes,Yes,0.448029,"[0.5, 0.0, 0.5, 0.0]",cosine
590,7.0,280.0,19.24516709312541,75.0,5.978348171186418,399.60844,52.032693,32.067657,83.7488,4.698237,1.424219,Yes,Yes,Yes,Yes,Yes,Yes,0.453466,"[0.5, 0.0, 0.0, 0.5]",cosine
590,8.0,280.0,19.24516709312541,75.0,5.978348171186418,380.809275,51.61415,30.517115,82.0504,5.67303,1.090812,Yes,Yes,Yes,Yes,Yes,Yes,0.480626,"[0.0, 0.5, 0.5, 0.0]",cosine
590,9.0,280.0,19.24516709312541,75.0,5.978348171186418,450.56011,53.075055,28.966574,80.352,5.410305,1.280655,Yes,Yes,Yes,Yes,Yes,Yes,0.424371,"[0.0, 0.5, 0.0, 0.5]",cosine
590,10.0,280.0,19.24516709312541,75.0,5.978348171186418,431.760945,52.704867,27.416032,86.6536,5.14758,1.260915,Yes,Yes,Yes,Yes,Yes,Yes,0.208133,"[0.0, 0.0, 0.5, 0.5]",cosine
591,1.0,369.0,16.73221625244974,75.0,2.89850109036946,534.293781,54.555602,28.297588,84.2744,2.31728,1.463338,Yes,Yes,Yes,Yes,Yes,Yes,0.447951,"[1.0, 0.0, 0.0, 0.0]",cosine
591,2.0,369.0,16.73221625244974,75.0,2.89850109036946,509.519167,54.143211,26.949509,82.576,2.789892,1.129931,Yes,Yes,Yes,Yes,Yes,Yes,0.610636,"[0.0, 1.0, 0.0, 0.0]",cosine
591,3.0,369.0,16.73221625244974,75.0,2.89850109036946,601.440803,55.583858,25.60143,80.8776,2.662514,1.319774,Yes,Yes,Yes,Yes,Yes,Yes,0.078368,"[0.0, 0.0, 1.0, 0.0]",cosine
591,4.0,369.0,16.73221625244974,75.0,2.89850109036946,576.666189,55.21849,24.253352,87.1792,2.535137,1.300033,Yes,Yes,Yes,Yes,Yes,Yes,0.125363,"[0.0, 0.0, 0.0, 1.0]",cosine
591,5.0,369.0,16.73221625244974,75.0,2.89850109036946,551.891575,54.837075,22.905273,85.4808,2.407759,1.173626,Yes,Yes,Yes,Yes,Yes,Yes,0.611346,"[0.5, 0.5, 0.0, 0.0]",cosine
591,6.0,369.0,16.73221625244974,75.0,2.89850109036946,527.116961,54.43814,27.90707,83.7824,2.280381,1.42672,Yes,Yes,Yes,Yes,Yes,Yes,0.385797,"[0.5, 0.0, 0.5, 0.0]",cosine
591,7.0,369.0,16.73221625244974,75.0,2.89850109036946,502.342347,54.019996,26.558992,82.084,2.752993,1.093313,Yes,Yes,Yes,Yes,Yes,Yes,0.291019,"[0.5, 0.0, 0.0, 0.5]",cosine
591,8.0,369.0,16.73221625244974,75.0,2.89850109036946,594.263984,55.479588,25.210913,80.3856,2.625615,1.283156,Yes,Yes,Yes,Yes,Yes,Yes,0.409087,"[0.0, 0.5, 0.5, 0.0]",cosine
591,9.0,369.0,16.73221625244974,75.0,2.89850109036946,569.48937,55.109712,23.862834,86.6872,2.498237,1.263415,Yes,Yes,Yes,Yes,Yes,Yes,0.398988,"[0.0, 0.5, 0.0, 0.5]",cosine
591,10.0,369.0,16.73221625244974,75.0,2.89850109036946,544.714756,54.723383,22.514756,84.9888,2.370859,1.137009,Yes,Yes,Yes,Yes,Yes,Yes,0.222897,"[0.0, 0.0, 0.5, 0.5]",cosine
592,1.0,231.0,5.251507094733499,75.0,6.875690044985972,319.274109,50.083274,8.466636,82.6096,6.624031,1.132431,Yes,Yes,Yes,Yes,Yes,Yes,0.382139,"[1.0, 0.0, 0.0, 0.0]",cosine
592,2.0,231.0,5.251507094733499,75.0,6.875690044985972,376.818548,51.522645,8.043534,80.9112,6.321871,1.322275,Yes,Yes,Yes,Yes,Yes,Yes,0.531662,"[0.0, 1.0, 0.0, 0.0]",cosine
592,3.0,231.0,5.251507094733499,75.0,6.875690044985972,361.309237,51.157581,7.620431,87.2128,6.019711,1.302534,Yes,Yes,Yes,Yes,Yes,Yes,0.162837,"[0.0, 0.0, 1.0, 0.0]",cosine
592,4.0,231.0,5.251507094733499,75.0,6.875690044985972,345.799926,50.776498,7.197329,85.5144,5.717552,1.176127,Yes,Yes,Yes,Yes,Yes,Yes,0.16844,"[0.0, 0.0, 0.0, 1.0]",cosine
592,5.0,231.0,5.251507094733499,75.0,6.875690044985972,330.290615,50.377925,8.767173,83.816,5.415392,1.42922,Yes,Yes,Yes,Yes,Yes,Yes,0.777314,"[0.5, 0.5, 0.0, 0.0]",cosine
592,6.0,231.0,5.251507094733499,75.0,6.875690044985972,314.781303,49.960179,8.34407,82.1176,6.5365,1.095813,Yes,Yes,Yes,Yes,Yes,Yes,0.323566,"[0.5, 0.0, 0.5, 0.0]",cosine
592,7.0,231.0,5.251507094733499,75.0,6.875690044985972,372.325742,51.418461,7.920968,80.4192,6.23434,1.285656,Yes,Yes,Yes,Yes,Yes,Yes,0.498565,"[0.5, 0.0, 0.0, 0.5]",cosine
592,8.0,231.0,5.251507094733499,75.0,6.875690044985972,356.816431,51.048897,7.497865,86.7208,5.93218,1.265916,Yes,Yes,Yes,Yes,Yes,Yes,0.412973,"[0.0, 0.5, 0.5, 0.0]",cosine
592,9.0,231.0,5.251507094733499,75.0,6.875690044985972,341.30712,50.662907,7.074762,85.0224,5.630021,1.139509,Yes,Yes,Yes,Yes,Yes,Yes,0.373605,"[0.0, 0.5, 0.0, 0.5]",cosine
592,10.0,231.0,5.251507094733499,75.0,6.875690044985972,325.797809,50.258963,8.644607,83.324,6.751129,1.185602,Yes,Yes,Yes,Yes,Yes,Yes,0.091289,"[0.0, 0.0, 0.5, 0.5]",cosine
593,1.0,384.0,19.548354141941445,75.0,4.869210346281431,626.909712,55.9441,29.972629,80.9448,4.481241,1.324775,Yes,Yes,Yes,Yes,Yes,Yes,0.632577,"[1.0, 0.0, 0.0, 0.0]",cosine
593,2.0,384.0,19.548354141941445,75.0,4.869210346281431,601.128,55.579339,28.39766,87.2464,4.267259,1.305035,Yes,Yes,Yes,Yes,Yes,Yes,0.452688,"[0.0, 1.0, 0.0, 0.0]",cosine
593,3.0,384.0,19.548354141941445,75.0,4.869210346281431,575.346288,55.198586,26.822692,85.548,4.053276,1.178628,Yes,Yes,Yes,Yes,Yes,Yes,0.14064,"[0.0, 0.0, 1.0, 0.0]",cosine
593,4.0,384.0,19.548354141941445,75.0,4.869210346281431,549.564576,54.800375,32.666323,83.8496,3.839293,1.431721,Yes,Yes,Yes,Yes,Yes,Yes,0.211516,"[0.0, 0.0, 0.0, 1.0]",cosine
593,5.0,384.0,19.548354141941445,75.0,4.869210346281431,523.782864,54.383026,31.091354,82.1512,4.633237,1.098314,Yes,Yes,Yes,Yes,Yes,Yes,0.674935,"[0.5, 0.5, 0.0, 0.0]",cosine
593,6.0,384.0,19.548354141941445,75.0,4.869210346281431,619.441152,55.840001,29.516385,80.4528,4.419254,1.288157,Yes,Yes,Yes,Yes,Yes,Yes,0.484957,"[0.5, 0.0, 0.5, 0.0]",cosine
593,7.0,384.0,19.548354141941445,75.0,4.869210346281431,593.65944,55.470748,27.941417,86.7544,4.205271,1.268417,Yes,Yes,Yes,Yes,Yes,Yes,0.482489,"[0.5, 0.0, 0.0, 0.5]",cosine
593,8.0,384.0,19.548354141941445,75.0,4.869210346281431,567.877728,55.085097,26.366448,85.056,3.991288,1.14201,Yes,Yes,Yes,Yes,Yes,Yes,0.341434,"[0.0, 0.5, 0.5, 0.0]",cosine
593,9.0,384.0,19.548354141941445,75.0,4.869210346281431,542.096016,54.681524,32.210079,83.3576,4.785232,1.188103,Yes,Yes,Yes,Yes,Yes,Yes,0.470198,"[0.0, 0.5, 0.0, 0.5]",cosine
593,10.0,384.0,19.548354141941445,75.0,4.869210346281431,516.314304,54.258283,30.63511,81.6592,4.571249,1.061696,Yes,Yes,Yes,Yes,Yes,Yes,0.106053,"[0.0, 0.0, 0.5, 0.5]",cosine
594,1.0,276.0,12.858808600417326,75.0,3.429208173489373,432.427347,52.718263,18.700333,87.28,3.008257,1.307536,Yes,Yes,Yes,Yes,Yes,Yes,0.566766,"[1.0, 0.0, 0.0, 0.0]",cosine
594,2.0,276.0,12.858808600417326,75.0,3.429208173489373,413.896742,52.33784,17.664327,85.5816,2.857556,1.181129,Yes,Yes,Yes,Yes,Yes,Yes,0.373714,"[0.0, 1.0, 0.0, 0.0]",cosine
594,3.0,276.0,12.858808600417326,75.0,3.429208173489373,395.366136,51.939989,21.508238,83.8832,2.706856,1.434222,Yes,Yes,Yes,Yes,Yes,Yes,0.118443,"[0.0, 0.0, 1.0, 0.0]",cosine
594,4.0,276.0,12.858808600417326,75.0,3.429208173489373,376.835531,51.523037,20.472231,82.1848,3.266002,1.100815,Yes,Yes,Yes,Yes,Yes,Yes,0.047593,"[0.0, 0.0, 0.0, 1.0]",cosine
594,5.0,276.0,12.858808600417326,75.0,3.429208173489373,445.589925,52.978707,19.436225,80.4864,3.115302,1.290658,Yes,Yes,Yes,Yes,Yes,Yes,0.796179,"[0.5, 0.5, 0.0, 0.0]",cosine
594,6.0,276.0,12.858808600417326,75.0,3.429208173489373,427.05932,52.609764,18.400218,86.788,2.964601,1.270918,Yes,Yes,Yes,Yes,Yes,Yes,0.498149,"[0.5, 0.0, 0.5, 0.0]",cosine
594,7.0,276.0,12.858808600417326,75.0,3.429208173489373,408.528714,52.224452,17.364212,85.0896,2.813901,1.144511,Yes,Yes,Yes,Yes,Yes,Yes,0.466413,"[0.5, 0.0, 0.0, 0.5]",cosine
594,8.0,276.0,12.858808600417326,75.0,3.429208173489373,389.998108,51.82125,21.208123,83.3912,2.663201,1.397604,Yes,Yes,Yes,Yes,Yes,Yes,0.538242,"[0.0, 0.5, 0.5, 0.0]",cosine
594,9.0,276.0,12.858808600417326,75.0,3.429208173489373,371.467503,51.398417,20.172116,81.6928,3.222346,1.064197,Yes,Yes,Yes,Yes,Yes,Yes,0.444815,"[0.0, 0.5, 0.0, 0.5]",cosine
594,10.0,276.0,12.858808600417326,75.0,3.429208173489373,440.221897,52.873433,19.13611,87.9944,3.071646,1.360706,Yes,Yes,Yes,Yes,Yes,Yes,0.196242,"[0.0, 0.0, 0.5, 0.5]",cosine
595,1.0,329.0,19.10669980592766,75.0,2.837184174670934,493.813907,53.871266,26.277597,85.6152,2.36669,1.18363,Yes,Yes,Yes,Yes,Yes,Yes,0.500954,"[1.0, 0.0, 0.0, 0.0]",cosine
595,2.0,329.0,19.10669980592766,75.0,2.837184174670934,471.724888,53.473776,31.989204,83.9168,2.242007,1.436722,Yes,Yes,Yes,Yes,Yes,Yes,0.67424,"[0.0, 1.0, 0.0, 0.0]",cosine
595,3.0,329.0,19.10669980592766,75.0,2.837184174670934,449.635869,53.057219,30.449818,82.2184,2.704621,1.103315,Yes,Yes,Yes,Yes,Yes,Yes,0.096245,"[0.0, 0.0, 1.0, 0.0]",cosine
595,4.0,329.0,19.10669980592766,75.0,2.837184174670934,531.5931,54.511587,28.910433,80.52,2.579938,1.293159,Yes,Yes,Yes,Yes,Yes,Yes,0.09067,"[0.0, 0.0, 0.0, 1.0]",cosine
595,5.0,329.0,19.10669980592766,75.0,2.837184174670934,509.504082,54.142953,27.371047,86.8216,2.455254,1.273418,Yes,Yes,Yes,Yes,Yes,Yes,0.6938,"[0.5, 0.5, 0.0, 0.0]",cosine
595,6.0,329.0,19.10669980592766,75.0,2.837184174670934,487.415063,53.757979,25.831661,85.1232,2.330571,1.147011,Yes,Yes,Yes,Yes,Yes,Yes,0.435918,"[0.5, 0.0, 0.5, 0.0]",cosine
595,7.0,329.0,19.10669980592766,75.0,2.837184174670934,465.326044,53.355147,31.543268,83.4248,2.205888,1.400104,Yes,Yes,Yes,Yes,Yes,Yes,0.450337,"[0.5, 0.0, 0.0, 0.5]",cosine
595,8.0,329.0,19.10669980592766,75.0,2.837184174670934,443.237025,52.932721,30.003882,81.7264,2.668502,1.066697,Yes,Yes,Yes,Yes,Yes,Yes,0.466704,"[0.0, 0.5, 0.5, 0.0]",cosine
595,9.0,329.0,19.10669980592766,75.0,2.837184174670934,525.194256,54.406399,28.464496,80.028,2.543819,1.25654,Yes,Yes,Yes,Yes,Yes,Yes,0.419431,"[0.0, 0.5, 0.0, 0.5]",cosine
595,10.0,329.0,19.10669980592766,75.0,2.837184174670934,503.105237,54.033177,26.925111,86.3296,2.419136,1.2368,Yes,Yes,Yes,Yes,Yes,Yes,0.211006,"[0.0, 0.0, 0.5, 0.5]",cosine
596,1.0,279.0,19.237051590585963,75.0,3.3188569957671072,400.404758,52.049985,32.238106,83.9504,2.625521,1.439223,Yes,Yes,Yes,Yes,Yes,Yes,0.435142,"[1.0, 0.0, 0.0, 0.0]",cosine
596,2.0,279.0,19.237051590585963,75.0,3.3188569957671072,381.672732,51.633823,30.688218,82.252,3.166673,1.105816,Yes,Yes,Yes,Yes,Yes,Yes,0.595266,"[0.0, 1.0, 0.0, 0.0]",cosine
596,3.0,279.0,19.237051590585963,75.0,3.3188569957671072,451.174457,53.08689,29.13833,80.5536,3.020823,1.295659,Yes,Yes,Yes,Yes,Yes,Yes,0.074048,"[0.0, 0.0, 1.0, 0.0]",cosine
596,4.0,279.0,19.237051590585963,75.0,3.3188569957671072,432.442432,52.718566,27.588442,86.8552,2.874972,1.275919,Yes,Yes,Yes,Yes,Yes,Yes,0.133746,"[0.0, 0.0, 0.0, 1.0]",cosine
596,5.0,279.0,19.237051590585963,75.0,3.3188569957671072,413.710407,52.333929,26.038555,85.1568,2.729121,1.149512,Yes,Yes,Yes,Yes,Yes,Yes,0.591421,"[0.5, 0.5, 0.0, 0.0]",cosine
596,6.0,279.0,19.237051590585963,75.0,3.3188569957671072,394.978382,51.931467,31.789128,83.4584,2.58327,1.402605,Yes,Yes,Yes,Yes,Yes,Yes,0.373686,"[0.5, 0.0, 0.5, 0.0]",cosine
596,7.0,279.0,19.237051590585963,75.0,3.3188569957671072,376.246357,51.509446,30.23924,81.76,3.124423,1.069198,Yes,Yes,Yes,Yes,Yes,Yes,0.28789,"[0.5, 0.0, 0.0, 0.5]",cosine
596,8.0,279.0,19.237051590585963,75.0,3.3188569957671072,445.748082,52.98179,28.689352,80.0616,2.978572,1.259041,Yes,Yes,Yes,Yes,Yes,Yes,0.395165,"[0.0, 0.5, 0.5, 0.0]",cosine
596,9.0,279.0,19.237051590585963,75.0,3.3188569957671072,427.016056,52.608884,27.139464,86.3632,2.832721,1.239301,Yes,Yes,Yes,Yes,Yes,Yes,0.394048,"[0.0, 0.5, 0.0, 0.5]",cosine
596,10.0,279.0,19.237051590585963,75.0,3.3188569957671072,408.284031,52.219248,25.589576,84.6648,2.68687,1.112894,Yes,Yes,Yes,Yes,Yes,Yes,0.22577,"[0.0, 0.0, 0.5, 0.5]",cosine
597,1.0,370.0,11.773726167881511,75.0,2.841160809884625,506.652424,54.094202,18.800994,82.2856,2.713352,1.108317,Yes,Yes,Yes,Yes,Yes,Yes,0.369331,"[1.0, 0.0, 0.0, 0.0]",cosine
597,2.0,370.0,11.773726167881511,75.0,2.841160809884625,598.82317,55.545972,17.85241,80.5872,2.588494,1.29816,Yes,Yes,Yes,Yes,Yes,Yes,0.516292,"[0.0, 1.0, 0.0, 0.0]",cosine
597,3.0,370.0,11.773726167881511,75.0,2.841160809884625,573.981416,55.177957,16.903826,86.8888,2.463636,1.27842,Yes,Yes,Yes,Yes,Yes,Yes,0.158517,"[0.0, 0.0, 1.0, 0.0]",cosine
597,4.0,370.0,11.773726167881511,75.0,2.841160809884625,549.139662,54.793656,15.955242,85.1904,2.338778,1.152013,Yes,Yes,Yes,Yes,Yes,Yes,0.176823,"[0.0, 0.0, 0.0, 1.0]",cosine
597,5.0,370.0,11.773726167881511,75.0,2.841160809884625,524.297909,54.391563,19.474787,83.492,2.21392,1.405106,Yes,Yes,Yes,Yes,Yes,Yes,0.757389,"[0.5, 0.5, 0.0, 0.0]",cosine
597,6.0,370.0,11.773726167881511,75.0,2.841160809884625,499.456155,53.969947,18.526204,81.7936,2.677182,1.071699,Yes,Yes,Yes,Yes,Yes,Yes,0.311454,"[0.5, 0.0, 0.5, 0.0]",cosine
597,7.0,370.0,11.773726167881511,75.0,2.841160809884625,591.626901,55.440958,17.57762,80.0952,2.552324,1.261542,Yes,Yes,Yes,Yes,Yes,Yes,0.495437,"[0.5, 0.0, 0.0, 0.5]",cosine
597,8.0,370.0,11.773726167881511,75.0,2.841160809884625,566.785147,55.068369,16.629036,86.3968,2.427466,1.241802,Yes,Yes,Yes,Yes,Yes,Yes,0.39905,"[0.0, 0.5, 0.5, 0.0]",cosine
597,9.0,370.0,11.773726167881511,75.0,2.841160809884625,541.943394,54.679079,15.680452,84.6984,2.302609,1.115395,Yes,Yes,Yes,Yes,Yes,Yes,0.368665,"[0.0, 0.5, 0.0, 0.5]",cosine
597,10.0,370.0,11.773726167881511,75.0,2.841160809884625,517.10164,54.271518,19.199997,83.0,2.765871,1.161488,Yes,Yes,Yes,Yes,Yes,Yes,0.094163,"[0.0, 0.0, 0.5, 0.5]",cosine
598,1.0,304.0,23.179702201255825,75.0,6.595584091840896,421.075895,52.487208,33.368511,71.833,6.462649,0.802604,Yes,Yes,No,Yes,No,No,0.385118,"[1.0, 0.0, 0.0, 0.0]",cosine
598,2.0,304.0,23.179702201255825,75.0,6.595584091840896,471.99933,53.478828,33.31661,86.9224,5.724917,1.280921,Yes,Yes,Yes,Yes,Yes,Yes,0.437318,"[0.0, 1.0, 0.0, 0.0]",cosine
598,3.0,304.0,23.179702201255825,75.0,6.595584091840896,451.588808,53.094863,31.449071,85.224,5.435067,1.154514,Yes,Yes,Yes,Yes,Yes,Yes,0.13632,"[0.0, 0.0, 1.0, 0.0]",cosine
598,4.0,304.0,23.179702201255825,75.0,6.595584091840896,431.178286,52.693138,38.37823,83.5256,5.145216,1.407607,Yes,Yes,Yes,Yes,Yes,Yes,0.2199,"[0.0, 0.0, 0.0, 1.0]",cosine
598,5.0,304.0,23.179702201255825,75.0,6.595584091840896,410.767764,52.271927,36.510691,81.8272,6.220652,1.0742,Yes,Yes,Yes,Yes,Yes,Yes,0.65501,"[0.5, 0.5, 0.0, 0.0]",cosine
